id,vadt,AADT,FacilityType
16547-16548,9204.387222,7100,Arterial/Collector
16547-16553,2934.845081,7100,Arterial/Collector
16547-16570,15277.17729,9250,Arterial/Collector
16548-16545,8268.590964,7100,Arterial/Collector
16548-16547,9477.213712,7100,Arterial/Collector
16549-16482,14638.91263,4450,Arterial/Collector
16549-16550,20080.62072,5750,Arterial/Collector
16549-16558,26207.06022,5750,Arterial/Collector
16550-16474,23241.58315,9350,Arterial/Collector
16550-16549,22063.55381,5750,Arterial/Collector
16550-16551,19559.96654,5750,Arterial/Collector
16550-16575,34632.52513,9350,Arterial/Collector
16551-16550,21656.43545,5750,Arterial/Collector
16551-16552,10836.83532,5750,Arterial/Collector
16552-16523,11131.85628,3950,Arterial/Collector
16552-16551,13110.78442,5750,Arterial/Collector
16552-16553,4306.880051,7100,Arterial/Collector
16552-16577,14409.91095,3350,Arterial/Collector
16553-16522,7033.853567,3000,Arterial/Collector
16553-16547,4551.710519,7100,Arterial/Collector
16553-16552,5001.472524,7100,Arterial/Collector
16553-16578,7828.179219,3000,Arterial/Collector
16555-16476,16003.29202,6650,Arterial/Collector
16555-16556,11830.31163,5600,Arterial/Collector
16555-16581,27173.60049,6650,Arterial/Collector
16556-16555,12754.69833,5600,Arterial/Collector
16556-16557,15621.1155,5450,Arterial/Collector
16556-16582,10037.83942,2050,Arterial/Collector
16557-16478,12534.86044,6250,Arterial/Collector
16557-16556,16098.9069,5450,Arterial/Collector
16557-16558,20906.77662,5950,Arterial/Collector
16557-16583,11294.23493,4050,Arterial/Collector
16558-16549,25175.00855,5750,Arterial/Collector
16558-16557,20794.01338,5950,Arterial/Collector
16558-16585,10322.31902,2750,Arterial/Collector
16558-20016,4092.029144,2850,Arterial/Collector
16560-16505,10155.22381,5750,Arterial/Collector
16560-16561,11445.54377,1750,Arterial/Collector
16560-16565,23026.56789,1750,Arterial/Collector
16561-16560,12929.48086,1750,Arterial/Collector
16562-16489,13852.77816,5450,Arterial/Collector
16562-16589,6338.036596,4850,Arterial/Collector
16563-16504,12508.6781,5150,Arterial/Collector
16563-16689,17829.13577,4900,Arterial/Collector
16565-16560,21199.17617,1750,Arterial/Collector
16566-16539,2229.414155,350,Arterial/Collector
16566-16621,1004.850061,350,Arterial/Collector
16567-16536,16103.56231,2500,Arterial/Collector
16567-16590,14133.51103,2500,Arterial/Collector
16569-16570,5411.000415,300,Arterial/Collector
16569-16579,7728.855848,600,Arterial/Collector
16570-16547,12846.24663,9250,Arterial/Collector
16570-16569,7728.855848,300,Arterial/Collector
16570-16580,7548.602064,9250,Arterial/Collector
16571-16533,7474.504995,500,Arterial/Collector
16571-16607,7932.844416,500,Arterial/Collector
16574-16580,2099.639805,2250,Arterial/Collector
16574-16598,16045.73197,4400,Arterial/Collector
16575-16550,34494.07891,9350,Arterial/Collector
16575-16576,5679.32556,4700,Arterial/Collector
16575-16585,6715.80406,4700,Arterial/Collector
16575-16593,37145.68347,8650,Arterial/Collector
16576-16575,8148.755569,4700,Arterial/Collector
16576-16577,12887.22415,4700,Arterial/Collector
16577-16552,15527.2053,3350,Arterial/Collector
16577-16576,15179.17424,4700,Arterial/Collector
16577-16578,2748.493826,2250,Arterial/Collector
16577-16594,14525.87126,2250,Arterial/Collector
16578-16553,7147.222272,3000,Arterial/Collector
16578-16577,5458.928564,2250,Arterial/Collector
16578-16579,3588.294053,2250,Arterial/Collector
16578-16595,7063.674701,2250,Arterial/Collector
16579-16569,5411.000415,600,Arterial/Collector
16579-16578,5880.112502,2250,Arterial/Collector
16579-16580,4028.545326,2250,Arterial/Collector
16579-16596,6745.182515,600,Arterial/Collector
16580-16570,7435.526589,9250,Arterial/Collector
16580-16574,4336.081253,2250,Arterial/Collector
16580-16579,3179.420626,2250,Arterial/Collector
16580-16597,6223.193664,9250,Arterial/Collector
16581-16555,26548.05093,6650,Arterial/Collector
16581-16582,10032.23648,4000,Arterial/Collector
16582-16556,8942.548214,2050,Arterial/Collector
16582-16581,10314.60565,4000,Arterial/Collector
16582-16583,8531.687288,4900,Arterial/Collector
16583-16557,11075.13071,4050,Arterial/Collector
16583-16582,7718.764792,4900,Arterial/Collector
16583-16584,11545.81771,4700,Arterial/Collector
16583-16652,28070.53801,4050,Arterial/Collector
16584-16583,12041.73632,4700,Arterial/Collector
16584-16585,11545.81771,4700,Arterial/Collector
16585-16558,9549.320825,2750,Arterial/Collector
16585-16575,6982.66193,4700,Arterial/Collector
16585-16584,12041.73632,4700,Arterial/Collector
16586-16604,67478.88923,17000,Interstate
16588-16469,84646.95894,17000,Interstate
16589-16562,11805.44714,4850,Arterial/Collector
16590-16567,12873.73484,2500,Arterial/Collector
16590-16637,46772.07633,12350,Arterial/Collector
16593-16575,34234.71574,8650,Arterial/Collector
16593-16594,7392.016515,2250,Arterial/Collector
16594-16577,15326.96382,2250,Arterial/Collector
16594-16593,3998.716178,2250,Arterial/Collector
16595-16578,6801.333855,2250,Arterial/Collector
16595-16594,685.0471791,2250,Arterial/Collector
16595-23991,6629.943162,3150,Arterial/Collector
16596-16579,7568.270493,600,Arterial/Collector
16596-16597,5254.630775,3150,Arterial/Collector
16596-23991,1747.827383,3150,Arterial/Collector
16597-16580,7439.036059,9250,Arterial/Collector
16597-16596,5181.680014,3150,Arterial/Collector
16597-16598,1630.518051,3150,Arterial/Collector
16598-16574,13789.48681,4400,Arterial/Collector
16598-16597,1196.070615,3150,Arterial/Collector
16599-16545,16070.23572,6550,Arterial/Collector
16599-16670,15450.73901,5250,Arterial/Collector
16604-16612,78811.65267,18650,Interstate
16605-16486,5542.333127,800,Arterial/Collector
16605-16502,6849.559463,800,Arterial/Collector
16607-16571,7808.644645,500,Arterial/Collector
16608-16532,7890.846846,350,Arterial/Collector
16613-16614,1490.842745,300,Arterial/Collector
16613-23773,1345.244201,300,Arterial/Collector
16614-16613,1447.410066,300,Arterial/Collector
16621-16566,999.8164647,350,Arterial/Collector
16621-16622,3203.353916,300,Arterial/Collector
16622-16621,3741.783575,300,Arterial/Collector
16622-16623,1196.054716,300,Arterial/Collector
16623-16622,2318.115872,300,Arterial/Collector
16623-23773,2825.278932,300,Arterial/Collector
16624-16705,6646.298916,500,Arterial/Collector
16629-16588,72029.84238,17000,Interstate
16629-16658,9351.788383,3800,Interstate
16632-16805,12017.11698,750,Arterial/Collector
16635-16629,81381.63261,18650,Interstate
16636-16862,8330.557204,1450,Arterial/Collector
16637-16604,11332.76275,4450,Interstate
16637-16658,35439.31436,12350,Arterial/Collector
16646-16647,18004.76463,5950,Arterial/Collector
16646-16749,26665.42955,8100,Arterial/Collector
16647-16646,19178.89772,5950,Arterial/Collector
16647-16652,12955.50119,5200,Arterial/Collector
16652-16583,26495.83383,4050,Arterial/Collector
16652-16647,14203.46894,5200,Arterial/Collector
16652-16757,2903.157468,3250,Arterial/Collector
16653-22663,3408.976346,450,Arterial/Collector
16657-16586,78586.01325,17000,Interstate
16658-16590,44321.59761,12350,Arterial/Collector
16658-16703,35476.53717,14500,Arterial/Collector
16660-16680,7285.953243,4250,Arterial/Collector
16660-16685,7121.872588,6950,Arterial/Collector
16670-16599,16116.23734,5250,Arterial/Collector
16670-16676,5846.973396,1500,Arterial/Collector
16672-16543,7359.087254,2150,Arterial/Collector
16672-16712,13614.56613,5800,Arterial/Collector
16676-16670,4929.083579,1500,Arterial/Collector
16676-16736,6841.209377,4600,Arterial/Collector
16680-16660,6206.257307,4250,Arterial/Collector
16680-16704,4027.565778,4700,Arterial/Collector
16684-16723,67857.91303,13650,Interstate
16685-16660,10765.87444,6950,Arterial/Collector
16685-16826,11595.14174,2300,Arterial/Collector
16689-16563,14931.51909,4900,Arterial/Collector
16689-16691,10069.3,5200,Arterial/Collector
16689-16888,5146.871741,2050,Arterial/Collector
16691-16689,11221.44845,5200,Arterial/Collector
16691-16693,15356.56263,5200,Arterial/Collector
16693-16691,15738.99807,5200,Arterial/Collector
16693-16861,9488.251347,3250,Arterial/Collector
16694-16782,12603.09373,6000,Arterial/Collector
16703-16658,35007.02994,14500,Arterial/Collector
16703-16720,37414.57768,15150,Arterial/Collector
16704-16680,1978.799211,4700,Arterial/Collector
16704-16766,1346.656573,3150,Arterial/Collector
16705-16624,5654.308816,500,Arterial/Collector
16708-16746,11466.86843,2400,Arterial/Collector
16712-16672,14001.48511,5800,Arterial/Collector
16712-16727,2535.13866,1450,Arterial/Collector
16714-16787,129364.8591,88800,Interstate
16715-16493,159051.7189,91500,Interstate
16718-16750,15698.94518,7150,Interstate
16718-22212,8557.954605,6850,Interstate
16720-16703,39862.13487,15150,Arterial/Collector
16720-16722,19396.00997,7350,Arterial/Collector
16720-16794,18018.56859,8400,Arterial/Collector
16722-16720,19884.42278,7350,Arterial/Collector
16722-16804,2787.037466,2900,Arterial/Collector
16724-16717,6717.672376,6600,Interstate
16727-16712,3215.140731,1450,Arterial/Collector
16727-16729,10020.44867,10600,Arterial/Collector
16728-16733,9491.352139,10500,Arterial/Collector
16729-16727,19086.43226,10600,Arterial/Collector
16731-16771,7785.990246,11200,Arterial/Collector
16731-16959,1944.371013,2600,Arterial/Collector
16732-16733,6948.676144,10950,Arterial/Collector
16732-22149,6338.331093,5450,Arterial/Collector
16733-16728,6608.294678,10500,Arterial/Collector
16733-16732,8854.824392,10950,Arterial/Collector
16734-16737,10260.11563,10450,Arterial/Collector
16736-16676,6672.459212,4600,Arterial/Collector
16736-16737,5790.182431,12800,Arterial/Collector
16736-16739,9106.677947,11100,Arterial/Collector
16736-16807,19994.80065,7100,Arterial/Collector
16737-16734,4001.364432,10450,Arterial/Collector
16737-16736,11328.38236,12800,Arterial/Collector
16737-16810,2953.292772,2900,Arterial/Collector
16739-16736,5425.171967,11100,Arterial/Collector
16739-16746,9117.319102,11300,Arterial/Collector
16739-16811,4246.355465,2800,Arterial/Collector
16746-16708,6878.155873,2400,Arterial/Collector
16746-16739,3833.502026,11300,Arterial/Collector
16746-16749,5677.751045,11100,Arterial/Collector
16749-16646,25766.34917,8100,Arterial/Collector
16749-16746,9916.598093,11100,Arterial/Collector
16752-16754,7052.689111,15450,Arterial/Collector
16754-16752,9743.294576,15450,Arterial/Collector
16754-16756,8990.961934,16100,Arterial/Collector
16756-16754,11390.10085,16100,Arterial/Collector
16757-16652,3232.043454,3250,Arterial/Collector
16757-16761,17525.5733,20400,Arterial/Collector
16761-16757,18789.5201,20400,Arterial/Collector
16761-16765,17332.87161,20400,Arterial/Collector
16764-16821,22244.65325,9900,Arterial/Collector
16765-16761,17178.91585,20400,Arterial/Collector
16766-16704,2711.031231,3150,Arterial/Collector
16768-16873,14481.49699,6950,Arterial/Collector
16771-16731,7050.918345,11200,Arterial/Collector
16774-16729,4063.70268,550,Interstate
16775-16854,26067.21196,9500,Arterial/Collector
16781-16734,5009.94673,400,Interstate
16781-17231,63824.87516,15350,Interstate
16782-16694,13099.83351,6000,Arterial/Collector
16782-16783,8433.30702,4200,Arterial/Collector
16783-16782,9982.981986,4200,Arterial/Collector
16783-16865,13856.55616,3550,Arterial/Collector
16784-16695,70469.52514,13650,Interstate
16786-16715,136625.7351,88800,Interstate
16788-16871,7777.113749,1700,Arterial/Collector
16793-16851,1984.920269,1900,Arterial/Collector
16794-16720,19977.7116,8400,Arterial/Collector
16794-16804,18018.56859,8500,Arterial/Collector
16798-16784,3569.70974,550,Interstate
16798-16806,6313.270111,3200,Arterial/Collector
16801-16821,3677.748293,6100,Arterial/Collector
16804-16722,1727.063486,2900,Arterial/Collector
16804-16794,19977.7116,8500,Arterial/Collector
16804-16830,4943.299109,3100,Arterial/Collector
16804-16832,15222.70751,9400,Arterial/Collector
16805-16632,12465.46598,750,Arterial/Collector
16805-16828,10676.8111,750,Arterial/Collector
16806-16798,5724.829541,3200,Arterial/Collector
16807-16736,17969.35546,7100,Arterial/Collector
16809-16844,2969.081926,1200,Arterial/Collector
16810-16737,2666.526043,2900,Arterial/Collector
16811-16739,6413.582628,2800,Arterial/Collector
16811-16904,6046.947052,4250,Arterial/Collector
16819-16900,21146.32674,7900,Arterial/Collector
16820-16821,6337.363022,5850,Arterial/Collector
16820-16860,12296.35711,3350,Arterial/Collector
16821-16764,22549.73966,9900,Arterial/Collector
16821-16801,3229.61538,6100,Arterial/Collector
16821-16820,7160.83616,5850,Arterial/Collector
16826-16685,12906.11733,2300,Arterial/Collector
16828-16805,12465.46598,750,Arterial/Collector
16828-16899,12040.59967,3200,Arterial/Collector
16829-16860,13025.27795,2550,Arterial/Collector
16830-16804,3649.095329,3100,Arterial/Collector
16830-16832,2758.441316,1150,Arterial/Collector
16830-16852,2189.306718,1850,Arterial/Collector
16832-16804,17416.08071,9400,Arterial/Collector
16832-16830,2037.831201,1150,Arterial/Collector
16832-16835,1554.528948,1550,Arterial/Collector
16832-16882,16444.98909,10850,Arterial/Collector
16835-16832,2381.87367,1550,Arterial/Collector
16835-16882,11725.93036,6100,Arterial/Collector
16844-16809,1454.641741,1200,Arterial/Collector
16844-16877,2602.431693,1050,Arterial/Collector
16850-16851,300.1726991,2600,Arterial/Collector
16851-16793,2152.224606,1900,Arterial/Collector
16852-16830,1615.713263,1850,Arterial/Collector
16852-16947,2189.306718,1200,Arterial/Collector
16854-16775,27545.16652,9500,Arterial/Collector
16854-16873,1683.226294,3500,Arterial/Collector
16856-16887,283.5075854,1900,Arterial/Collector
16856-16967,32383.09955,19000,Arterial/Collector
16860-16820,11888.45898,3350,Arterial/Collector
16860-16829,9647.731812,2550,Arterial/Collector
16860-16912,10640.45651,3900,Arterial/Collector
16861-16693,9197.740039,3250,Arterial/Collector
16862-16636,8172.272446,1450,Arterial/Collector
16862-17010,8218.433866,1500,Arterial/Collector
16865-16783,13518.8898,3550,Arterial/Collector
16865-16984,15179.38447,4750,Arterial/Collector
16870-16954,2523.090617,1450,Arterial/Collector
16871-16788,7666.717571,1700,Arterial/Collector
16873-16768,12938.81476,6950,Arterial/Collector
16873-16854,2181.35164,3500,Arterial/Collector
16873-16962,4048.088861,800,Arterial/Collector
16876-16901,2302.10471,2600,Arterial/Collector
16877-16844,1445.832581,1050,Arterial/Collector
16878-16898,18725.66879,8650,Arterial/Collector
16882-16832,17090.40806,10850,Arterial/Collector
16882-16835,5355.393072,6100,Arterial/Collector
16882-16896,22507.94048,9600,Arterial/Collector
16882-16947,5966.312844,7050,Arterial/Collector
16887-16856,439.2832889,1900,Arterial/Collector
16887-16968,14950.26856,5050,Arterial/Collector
16888-16689,3430.133046,2050,Arterial/Collector
16895-16918,12234.94761,6000,Interstate
16896-16882,18419.99306,9600,Arterial/Collector
16896-16897,16736.09345,9500,Arterial/Collector
16897-16896,18560.28794,9500,Arterial/Collector
16897-16901,9974.788269,6650,Arterial/Collector
16897-17016,10020.53739,5150,Arterial/Collector
16898-16878,15505.0279,8650,Arterial/Collector
16898-16901,13254.73304,7600,Arterial/Collector
16898-16902,8193.448607,8100,Arterial/Collector
16898-17018,17185.9213,7300,Arterial/Collector
16899-16828,11580.55623,3200,Arterial/Collector
16899-16904,10195.83872,10250,Arterial/Collector
16900-16819,19285.58861,7900,Arterial/Collector
16900-16907,13103.40489,11800,Arterial/Collector
16901-16876,1799.55504,2600,Arterial/Collector
16901-16897,11722.65417,6650,Arterial/Collector
16901-16898,12009.41666,7600,Arterial/Collector
16902-16898,7149.233505,8100,Arterial/Collector
16902-16904,9082.487284,10150,Arterial/Collector
16902-17023,2097.612812,1650,Arterial/Collector
16904-16811,5216.486544,4250,Arterial/Collector
16904-16899,8450.173133,10250,Arterial/Collector
16904-16902,7806.200012,10150,Arterial/Collector
16904-17026,16113.3056,6400,Arterial/Collector
16907-16900,11628.63779,11800,Arterial/Collector
16907-16909,7716.152005,12250,Arterial/Collector
16909-16907,6281.693826,12250,Arterial/Collector
16909-16912,10414.30042,16600,Arterial/Collector
16910-16894,11802.14806,4700,Interstate
16912-16860,8416.905183,3900,Arterial/Collector
16912-16909,6520.890148,16600,Arterial/Collector
16912-16910,24353.10437,15600,Arterial/Collector
16914-16912,18236.14343,15600,Arterial/Collector
16920-16914,4936.519967,3750,Interstate
16930-22210,2662.566356,4300,Interstate
16934-16937,5743.368231,9150,Interstate
16936-16920,4972.52312,4300,Interstate
16937-17012,121462.965,88500,Interstate
16941-16774,11907.40941,11800,Interstate
16947-16852,1615.713263,1200,Arterial/Collector
16947-16882,4329.141407,7050,Arterial/Collector
16948-17001,5790.095004,1600,Arterial/Collector
16952-16953,14864.27849,16150,Arterial/Collector
16952-17049,1647.327185,2100,Arterial/Collector
16953-16952,11242.09114,16150,Arterial/Collector
16953-16979,28680.35121,8850,Arterial/Collector
16954-16870,1139.637653,1450,Arterial/Collector
16954-16958,10964.63204,16700,Arterial/Collector
16958-16954,12656.25611,16700,Arterial/Collector
16959-16731,2054.253356,2600,Arterial/Collector
16959-16967,24337.23328,21000,Arterial/Collector
16961-17056,9482.876802,8900,Arterial/Collector
16962-16873,2585.483075,800,Arterial/Collector
16967-16856,32077.67002,19000,Arterial/Collector
16967-16959,26774.30856,21000,Arterial/Collector
16967-16968,10230.02273,19750,Arterial/Collector
16967-17043,36590.22338,21200,Interstate
16968-16887,16562.5988,5050,Arterial/Collector
16968-16967,10949.35049,19750,Arterial/Collector
16968-16975,8317.81459,15000,Arterial/Collector
16975-16968,9778.421558,15000,Arterial/Collector
16975-17008,1279.429925,2650,Arterial/Collector
16977-17234,8023.062514,3700,Arterial/Collector
16978-16984,8137.789154,11500,Arterial/Collector
16978-17093,2542.857234,1750,Arterial/Collector
16979-16953,29593.86172,8850,Arterial/Collector
16979-17160,26107.6503,6600,Arterial/Collector
16984-16865,15794.71998,4750,Arterial/Collector
16984-16978,7895.657701,11500,Arterial/Collector
16984-16992,4185.891587,9750,Arterial/Collector
16984-17096,10746.11478,7000,Arterial/Collector
16987-16991,11033.95512,7450,Arterial/Collector
16987-16998,11033.17846,8550,Arterial/Collector
16987-17101,1063.24134,1300,Arterial/Collector
16991-16987,11037.04864,7450,Arterial/Collector
16992-16984,4680.224471,9750,Arterial/Collector
16997-17004,8986.068076,5700,Arterial/Collector
16998-16987,10960.97078,8550,Arterial/Collector
16998-17102,6877.067252,5050,Arterial/Collector
17001-16948,11785.36338,1600,Arterial/Collector
17001-17076,13638.41115,8550,Arterial/Collector
17004-16997,7765.298202,5700,Arterial/Collector
17004-17009,3374.023071,3800,Arterial/Collector
17004-17118,10735.40912,4300,Arterial/Collector
17006-17008,383.2298558,1550,Arterial/Collector
17006-17043,455.0287979,1500,Arterial/Collector
17006-17119,8516.370991,1950,Arterial/Collector
17008-16975,1423.107714,2650,Arterial/Collector
17008-17006,282.4157284,1550,Arterial/Collector
17008-17124,1014.659254,2750,Arterial/Collector
17009-17004,3679.203282,3800,Arterial/Collector
17009-17010,3026.354879,3550,Arterial/Collector
17010-16862,8024.444266,1500,Arterial/Collector
17010-17009,2699.48688,3550,Arterial/Collector
17010-17013,272.2145705,4050,Arterial/Collector
17011-16936,117810.2527,88500,Interstate
17012-17020,5474.384503,4200,Interstate
17016-16897,8629.672424,5150,Arterial/Collector
17016-17070,7541.30112,12600,Arterial/Collector
17018-16898,16248.9126,7300,Arterial/Collector
17018-17073,20496.67384,6350,Arterial/Collector
17023-16902,1741.197586,1650,Arterial/Collector
17025-17011,1212.889712,3850,Interstate
17026-16904,12260.89244,6400,Arterial/Collector
17026-17154,11869.05657,7350,Arterial/Collector
17027-17048,5474.492074,2650,Interstate
17029-17038,7691.365225,10250,Arterial/Collector
17030-17035,14129.96407,8300,Arterial/Collector
17031-17025,8872.15674,14550,Arterial/Collector
17031-17041,11328.80828,14550,Arterial/Collector
17035-17030,13456.30213,8300,Arterial/Collector
17038-17040,9493.140193,10250,Arterial/Collector
17039-17031,11328.80828,14550,Arterial/Collector
17041-17031,8872.15674,14550,Arterial/Collector
17043-16967,37967.49856,21200,Interstate
17043-17006,294.2673761,1500,Arterial/Collector
17045-17208,1682.035862,1000,Arterial/Collector
17047-17039,7422.522702,3000,Interstate
17048-17063,8675.307187,2650,Interstate
17049-16952,2194.437387,2100,Arterial/Collector
17050-22211,611.2604677,3600,Interstate
17052-17054,5494.419825,11750,Arterial/Collector
17054-17052,5586.419103,11750,Arterial/Collector
17056-16961,8139.161162,8900,Arterial/Collector
17056-17057,6364.391367,4850,Arterial/Collector
17056-17169,8867.860102,4350,Arterial/Collector
17057-17056,6324.049741,4850,Arterial/Collector
17057-17218,910.4307277,2350,Arterial/Collector
17058-17100,5453.960702,2800,Arterial/Collector
17063-17180,124052.6264,86200,Interstate
17066-17163,12529.47418,8800,Arterial/Collector
17070-17016,6882.641317,12600,Arterial/Collector
17070-17073,1783.479756,2150,Arterial/Collector
17073-17018,18296.73376,6350,Arterial/Collector
17073-17070,3573.001779,2150,Arterial/Collector
17073-17172,10111.41309,4050,Arterial/Collector
17076-17001,17422.91512,8550,Arterial/Collector
17078-17171,6925.16239,9750,Arterial/Collector
17081-17083,1083.704741,1350,Arterial/Collector
17082-17145,3842.34953,2600,Arterial/Collector
17083-17081,496.5035015,1350,Arterial/Collector
17083-17138,1040.438421,1450,Arterial/Collector
17086-17136,2764.253166,1800,Arterial/Collector
17089-17092,9737.83254,10000,Arterial/Collector
17092-17089,7580.469034,10000,Arterial/Collector
17093-16978,1654.854769,1750,Arterial/Collector
17093-17096,693.4361128,600,Arterial/Collector
17096-16984,10658.23626,7000,Arterial/Collector
17100-17058,5398.051958,2800,Arterial/Collector
17101-16987,1132.355581,1300,Arterial/Collector
17101-17104,299.0069204,1000,Arterial/Collector
17101-17155,1106.766592,650,Arterial/Collector
17102-16998,6654.667735,5050,Arterial/Collector
17102-17240,7050.620749,3550,Arterial/Collector
17103-17101,308.3822313,1450,Arterial/Collector
17118-17004,10092.35985,4300,Arterial/Collector
17119-17006,9655.093037,1950,Arterial/Collector
17119-17221,7851.862577,2000,Arterial/Collector
17122-17123,262.3518125,2650,Arterial/Collector
17122-17226,35330.16504,19900,Interstate
17123-17122,1804.766087,2650,Arterial/Collector
17123-17220,7426.699408,2100,Arterial/Collector
17124-17008,1057.522836,2750,Arterial/Collector
17124-17227,803.8017068,2400,Arterial/Collector
17125-17089,2966.21595,1250,Arterial/Collector
17125-17168,4092.87699,3000,Arterial/Collector
17133-17173,9737.83254,8250,Interstate
17134-17181,16314.36765,7050,Arterial/Collector
17136-17086,2403.665986,1800,Arterial/Collector
17136-17303,3462.427348,900,Arterial/Collector
17138-17083,319.7920437,1450,Arterial/Collector
17138-17134,895.3276462,2500,Arterial/Collector
17145-17082,3609.253489,2600,Arterial/Collector
17146-17256,10491.36054,4700,Arterial/Collector
17154-17026,11842.01392,7350,Arterial/Collector
17154-17165,11869.05657,7250,Arterial/Collector
17155-17101,1144.102379,650,Arterial/Collector
17160-16979,29141.87729,6600,Arterial/Collector
17160-17162,1393.854108,2500,Arterial/Collector
17162-17065,856.1442788,2350,Arterial/Collector
17162-17160,424.0558504,2500,Arterial/Collector
17163-17066,12875.99044,8800,Arterial/Collector
17164-17169,534.4057532,1700,Arterial/Collector
17165-17189,2365.658068,4100,Interstate
17167-17062,121054.7914,86200,Interstate
17168-17125,5320.597205,3000,Arterial/Collector
17168-17171,4092.87699,6050,Arterial/Collector
17169-17056,8295.344521,4350,Arterial/Collector
17169-17164,698.6080951,1700,Arterial/Collector
17170-17154,11842.01392,7250,Arterial/Collector
17171-17078,6405.643191,9750,Arterial/Collector
17171-17168,5320.597205,6050,Arterial/Collector
17172-17073,9681.450997,4050,Arterial/Collector
17172-17174,7928.473169,3050,Arterial/Collector
17173-17177,9737.83254,12850,Interstate
17175-17187,4098.541596,2450,Interstate
17177-17178,5776.392711,12850,Interstate
17178-17182,10334.30369,28600,Interstate
17179-17198,1119.126439,3000,Interstate
17179-17214,3726.091633,14300,Interstate
17180-17245,108575.6664,85850,Interstate
17181-17134,13970.82586,7050,Arterial/Collector
17181-17219,11869.8627,7050,Arterial/Collector
17182-17174,765.1810662,3050,Interstate
17185-24059,7580.469034,8250,Interstate
17186-17187,14971.40066,22950,Interstate
17187-17188,19069.94276,28450,Interstate
17189-17192,25370.30997,33550,Interstate
17191-17185,7580.469034,8750,Interstate
17192-17181,3233.595919,2650,Interstate
17192-17194,22136.71442,39600,Interstate
17193-17191,8189.354803,28600,Interstate
17194-17197,27680.8921,39600,Interstate
17195-22165,7247.32677,2700,Interstate
17196-17195,14847.43294,22950,Interstate
17196-17210,6731.55443,2200,Interstate
17199-17196,21578.98714,28450,Interstate
17200-17204,30906.96553,20300,Interstate
17201-17230,4626.308456,3850,Interstate
17202-17201,25140.8303,33550,Interstate
17205-17219,2986.252326,6150,Interstate
17207-17208,17276.11485,16400,Arterial/Collector
17207-17213,7349.27331,7400,Arterial/Collector
17207-17249,25356.05126,12900,Arterial/Collector
17208-17045,1821.446012,1000,Arterial/Collector
17208-17207,22869.13558,16400,Arterial/Collector
17209-17193,589.2485259,3000,Interstate
17211-17205,26505.11404,39600,Interstate
17213-17207,7736.114812,7400,Arterial/Collector
17215-17211,20586.16905,20300,Interstate
17216-17217,701.0422861,3250,Arterial/Collector
17217-17216,949.8396386,3250,Arterial/Collector
17218-17057,925.9978628,2350,Arterial/Collector
17219-17181,11836.90237,7050,Arterial/Collector
17219-17202,1621.967706,2400,Interstate
17219-17301,11682.60096,4150,Arterial/Collector
17220-17123,9117.52362,2100,Arterial/Collector
17220-17226,2544.018696,4800,Arterial/Collector
17221-17119,9095.398091,2000,Arterial/Collector
17221-17227,1607.609985,3950,Arterial/Collector
17225-17214,2192.854463,9500,Interstate
17226-17122,34489.76002,19900,Interstate
17226-17220,2250.852228,4800,Arterial/Collector
17226-17356,41077.86483,19700,Interstate
17227-17124,1052.037719,2400,Arterial/Collector
17227-17221,958.2860546,3950,Arterial/Collector
17227-17234,1078.828961,3500,Arterial/Collector
17228-17199,2240.495918,1600,Interstate
17230-17242,14622.72372,9400,Arterial/Collector
17231-17258,794.3887423,650,Interstate
17231-17266,63030.48602,3100,Interstate
17233-17184,2037.475768,6500,Interstate
17233-22230,2550.889796,3650,Interstate
17234-16977,7706.884378,3700,Arterial/Collector
17234-17227,677.7407746,3500,Arterial/Collector
17236-17237,708.7709081,1600,Arterial/Collector
17236-17262,1891.173729,2250,Arterial/Collector
17237-17236,852.0577662,1600,Arterial/Collector
17239-17241,752.3569852,2950,Arterial/Collector
17239-17362,3456.883352,350,Arterial/Collector
17240-17102,6657.150261,3550,Arterial/Collector
17240-17280,6409.086789,4050,Arterial/Collector
17241-17239,1002.869072,2950,Arterial/Collector
17241-17294,758.0951176,400,Arterial/Collector
17242-17228,17334.20607,9400,Arterial/Collector
17242-17298,14622.72372,9400,Arterial/Collector
17245-17328,117420.6961,85850,Interstate
17248-17232,1013.799314,600,Interstate
17249-17207,23272.28057,12900,Arterial/Collector
17249-17306,20927.56346,11350,Arterial/Collector
17250-17308,13446.8195,5800,Arterial/Collector
17251-17253,11733.82369,5350,Arterial/Collector
17251-17310,993.7123443,1150,Arterial/Collector
17253-17251,10272.85114,5350,Arterial/Collector
17254-17257,6550.014416,3150,Arterial/Collector
17256-17146,9985.817461,4700,Arterial/Collector
17257-17254,5371.11075,3150,Arterial/Collector
17260-17262,850.726023,2050,Arterial/Collector
17260-17371,8551.611342,2200,Arterial/Collector
17262-17236,1553.320473,2250,Arterial/Collector
17262-17260,542.4697911,2050,Arterial/Collector
17262-17397,2173.468563,1350,Arterial/Collector
17264-22166,6309.809923,2700,Interstate
17266-17515,72039.61997,17600,Interstate
17278-17280,333.8274286,2550,Arterial/Collector
17278-17376,824.989571,450,Arterial/Collector
17280-17240,6330.476697,4050,Arterial/Collector
17280-17297,6727.31278,2650,Arterial/Collector
17282-17376,761.99263,400,Arterial/Collector
17287-17292,759.1226455,4200,Arterial/Collector
