cat,subgroup,value,xaxis,hours
university,Survey-Arrive,0.015666181470569356,31,07:30 PM to 08:00 PM
university,Survey-Arrive,0.01904524829008491,32,08:00 PM to 08:30 PM
university,Survey-Arrive,0.019797775897039557,33,08:30 PM to 09:00 PM
university,Survey-Arrive,0.039678193581495096,34,09:00 PM to 09:30 PM
university,Survey-Arrive,0.035272717818701844,35,09:30 PM to 10:00 PM
university,Survey-Arrive,0.046423526577904814,36,10:00 PM to 10:30 PM
university,Survey-Arrive,0.0171908152045379,37,10:30 PM to 11:00 PM
university,Survey-Arrive,0.011733619778961887,38,11:00 PM to 11:30 PM
university,Survey-Arrive,0.0021860682944732216,39,11:30 PM to 12:00 AM
university,Survey-Arrive,0.0032335636268218124,40,12:00 PM to 03:00 AM
school,Survey-Arrive,0.0,1,03:00 AM to 05:00 AM
school,Survey-Arrive,0.0,2,05:00 AM to 05:30 AM
school,Survey-Arrive,0.0,3,05:30 AM to 06:00 AM
school,Survey-Arrive,0.0,4,06:00 AM to 06:30 AM
school,Survey-Arrive,0.0,5,06:30 AM to 07:00 AM
school,Survey-Arrive,0.0,6,07:00 AM to 07:30 AM
school,Survey-Arrive,0.0,7,07:30 AM to 08:00 AM
school,Survey-Arrive,0.00018198136795562637,8,08:00 AM to 08:30 AM
school,Survey-Arrive,0.0,9,08:30 AM to 09:00 AM
school,Survey-Arrive,0.00026855675063931105,10,09:00 AM to 09:30 AM
school,Survey-Arrive,0.00012452428642317263,11,09:30 AM to 10:00 AM
school,Survey-Arrive,0.0013025139704975312,12,10:00 AM to 10:30 AM
school,Survey-Arrive,0.0014926676392441553,13,10:30 AM to 11:00 AM
school,Survey-Arrive,0.014745304636351736,14,11:00 AM to 11:30 AM
school,Survey-Arrive,0.016524148299908423,15,11:30 AM to 12:00 PM
school,Survey-Arrive,0.021967077613933923,16,12:00 PM to 12:30 PM
school,Survey-Arrive,0.007689066697810391,17,12:30 PM to 01:00 PM
school,Survey-Arrive,0.008841545018108259,18,01:00 PM to 01:30 PM
school,Survey-Arrive,0.011301378708795244,19,01:30 PM to 02:00 PM
school,Survey-Arrive,0.03417569750578156,20,02:00 PM to 02:30 PM
school,Survey-Arrive,0.12815744064806095,21,02:30 PM to 03:00 PM
school,Survey-Arrive,0.22617145946717346,22,03:00 PM to 03:30 PM
school,Survey-Arrive,0.20089370475478435,23,03:30 PM to 04:00 PM
school,Survey-Arrive,0.0918723290479556,24,04:00 PM to 04:30 PM
school,Survey-Arrive,0.046857262318142606,25,04:30 PM to 05:00 PM
school,Survey-Arrive,0.04362137909829887,26,05:00 PM to 05:30 PM
school,Survey-Arrive,0.04960823602175092,27,05:30 PM to 06:00 PM
school,Survey-Arrive,0.03233011325153694,28,06:00 PM to 06:30 PM
school,Survey-Arrive,0.018668114592606283,29,06:30 PM to 07:00 PM
school,Survey-Arrive,0.009826752488591646,30,07:00 PM to 07:30 PM
school,Survey-Arrive,0.006045725739208537,31,07:30 PM to 08:00 PM
school,Survey-Arrive,0.006750533995242815,32,08:00 PM to 08:30 PM
school,Survey-Arrive,0.006228385985785149,33,08:30 PM to 09:00 PM
school,Survey-Arrive,0.00502080982111585,34,09:00 PM to 09:30 PM
school,Survey-Arrive,0.00281766575651641,35,09:30 PM to 10:00 PM
school,Survey-Arrive,0.004002299673307403,36,10:00 PM to 10:30 PM
school,Survey-Arrive,0.0017292103667815853,37,10:30 PM to 11:00 PM
school,Survey-Arrive,0.00024482920908779196,38,11:00 PM to 11:30 PM
school,Survey-Arrive,0.0004005898694723145,39,11:30 PM to 12:00 AM
school,Survey-Arrive,0.00013869539913125383,40,12:00 PM to 03:00 AM
escort,Survey-Arrive,0.0013971819278380364,1,03:00 AM to 05:00 AM
escort,Survey-Arrive,0.00012017654174029892,2,05:00 AM to 05:30 AM
escort,Survey-Arrive,0.0008154902788756453,3,05:30 AM to 06:00 AM
escort,Survey-Arrive,0.0028600072021849193,4,06:00 AM to 06:30 AM
escort,Survey-Arrive,0.008627225635834674,5,06:30 AM to 07:00 AM
escort,Survey-Arrive,0.023681513470949447,6,07:00 AM to 07:30 AM
escort,Survey-Arrive,0.04224297406191348,7,07:30 AM to 08:00 AM
escort,Survey-Arrive,0.08594414485212754,8,08:00 AM to 08:30 AM
escort,Survey-Arrive,0.06400312104509741,9,08:30 AM to 09:00 AM
escort,Survey-Arrive,0.06820312434865577,10,09:00 AM to 09:30 AM
escort,Survey-Arrive,0.020439561437436724,11,09:30 AM to 10:00 AM
escort,Survey-Arrive,0.01042309359102179,12,10:00 AM to 10:30 AM
escort,Survey-Arrive,0.009557561127800209,13,10:30 AM to 11:00 AM
escort,Survey-Arrive,0.02410036676703121,14,11:00 AM to 11:30 AM
escort,Survey-Arrive,0.03692653901328276,15,11:30 AM to 12:00 PM
escort,Survey-Arrive,0.03412339337563524,16,12:00 PM to 12:30 PM
escort,Survey-Arrive,0.024431617956862925,17,12:30 PM to 01:00 PM
escort,Survey-Arrive,0.014947579922255953,18,01:00 PM to 01:30 PM
escort,Survey-Arrive,0.01070832313563012,19,01:30 PM to 02:00 PM
escort,Survey-Arrive,0.019761549867069902,20,02:00 PM to 02:30 PM
escort,Survey-Arrive,0.04972662069863164,21,02:30 PM to 03:00 PM
escort,Survey-Arrive,0.07204059112101606,22,03:00 PM to 03:30 PM
escort,Survey-Arrive,0.043212049094663856,23,03:30 PM to 04:00 PM
escort,Survey-Arrive,0.03030332514876199,24,04:00 PM to 04:30 PM
escort,Survey-Arrive,0.03180976042607243,25,04:30 PM to 05:00 PM
escort,Survey-Arrive,0.034646880158211595,26,05:00 PM to 05:30 PM
escort,Survey-Arrive,0.0354517112683467,27,05:30 PM to 06:00 PM
escort,Survey-Arrive,0.05151946324112717,28,06:00 PM to 06:30 PM
escort,Survey-Arrive,0.02684185897005716,29,06:30 PM to 07:00 PM
escort,Survey-Arrive,0.02367053110240989,30,07:00 PM to 07:30 PM
escort,Survey-Arrive,0.011129789105391022,31,07:30 PM to 08:00 PM
escort,Survey-Arrive,0.016330160843895658,32,08:00 PM to 08:30 PM
escort,Survey-Arrive,0.015732519986227128,33,08:30 PM to 09:00 PM
escort,Survey-Arrive,0.014219994019087925,34,09:00 PM to 09:30 PM
escort,Survey-Arrive,0.009031275239638675,35,09:30 PM to 10:00 PM
escort,Survey-Arrive,0.005751138617304084,36,10:00 PM to 10:30 PM
escort,Survey-Arrive,0.010696398865451099,37,10:30 PM to 11:00 PM
escort,Survey-Arrive,0.007842884334038796,38,11:00 PM to 11:30 PM
escort,Survey-Arrive,0.003766718016343119,39,11:30 PM to 12:00 AM
escort,Survey-Arrive,0.0029617841840799183,40,12:00 PM to 03:00 AM
work-based,Survey-Arrive,0.0,1,03:00 AM to 05:00 AM
work-based,Survey-Arrive,0.0,2,05:00 AM to 05:30 AM
work-based,Survey-Arrive,0.0,3,05:30 AM to 06:00 AM
work-based,Survey-Arrive,0.0,4,06:00 AM to 06:30 AM
work-based,Survey-Arrive,0.0008694182097735703,5,06:30 AM to 07:00 AM
work-based,Survey-Arrive,0.0,6,07:00 AM to 07:30 AM
work-based,Survey-Arrive,0.0,7,07:30 AM to 08:00 AM
work-based,Survey-Arrive,0.006484441031190216,8,08:00 AM to 08:30 AM
work-based,Survey-Arrive,0.01020811673902053,9,08:30 AM to 09:00 AM
work-based,Survey-Arrive,0.00792083478399969,10,09:00 AM to 09:30 AM
work-based,Survey-Arrive,0.00926969497282742,11,09:30 AM to 10:00 AM
work-based,Survey-Arrive,0.01846047566238806,12,10:00 AM to 10:30 AM
work-based,Survey-Arrive,0.014057009518083094,13,10:30 AM to 11:00 AM
work-based,Survey-Arrive,0.019234471207174184,14,11:00 AM to 11:30 AM
work-based,Survey-Arrive,0.04942730327125565,15,11:30 AM to 12:00 PM
work-based,Survey-Arrive,0.08585482701462867,16,12:00 PM to 12:30 PM
work-based,Survey-Arrive,0.18018747397953208,17,12:30 PM to 01:00 PM
work-based,Survey-Arrive,0.18124767137035652,18,01:00 PM to 01:30 PM
work-based,Survey-Arrive,0.13014051682874414,19,01:30 PM to 02:00 PM
work-based,Survey-Arrive,0.08338615188711625,20,02:00 PM to 02:30 PM
work-based,Survey-Arrive,0.039071619920652965,21,02:30 PM to 03:00 PM
work-based,Survey-Arrive,0.04309558972420861,22,03:00 PM to 03:30 PM
work-based,Survey-Arrive,0.026635721138695858,23,03:30 PM to 04:00 PM
work-based,Survey-Arrive,0.020373937637223255,24,04:00 PM to 04:30 PM
work-based,Survey-Arrive,0.012706839970203483,25,04:30 PM to 05:00 PM
work-based,Survey-Arrive,0.010358145266411567,26,05:00 PM to 05:30 PM
work-based,Survey-Arrive,0.011428215794413991,27,05:30 PM to 06:00 PM
work-based,Survey-Arrive,0.011079880211832246,28,06:00 PM to 06:30 PM
work-based,Survey-Arrive,0.0034353615669279673,29,06:30 PM to 07:00 PM
work-based,Survey-Arrive,0.007603675699527194,30,07:00 PM to 07:30 PM
work-based,Survey-Arrive,0.008730109377859046,31,07:30 PM to 08:00 PM
work-based,Survey-Arrive,0.0018847876936329809,32,08:00 PM to 08:30 PM
work-based,Survey-Arrive,0.001747855359789774,33,08:30 PM to 09:00 PM
work-based,Survey-Arrive,0.0034737184548617483,34,09:00 PM to 09:30 PM
work-based,Survey-Arrive,0.0002830581751953371,35,09:30 PM to 10:00 PM
work-based,Survey-Arrive,0.00034786819531913563,36,10:00 PM to 10:30 PM
work-based,Survey-Arrive,0.0,37,10:30 PM to 11:00 PM
work-based,Survey-Arrive,0.0,38,11:00 PM to 11:30 PM
work-based,Survey-Arrive,0.0004928177554277093,39,11:30 PM to 12:00 AM
work-based,Survey-Arrive,0.0005023915817271181,40,12:00 PM to 03:00 AM
maintenance,Survey-Arrive,0.0004987930683717843,1,03:00 AM to 05:00 AM
maintenance,Survey-Arrive,3.468501338529004e-05,2,05:00 AM to 05:30 AM
maintenance,Survey-Arrive,0.0002028154929007619,3,05:30 AM to 06:00 AM
maintenance,Survey-Arrive,0.00036966845394375235,4,06:00 AM to 06:30 AM
maintenance,Survey-Arrive,0.0010420436974931519,5,06:30 AM to 07:00 AM
maintenance,Survey-Arrive,0.0030364964528466864,6,07:00 AM to 07:30 AM
maintenance,Survey-Arrive,0.0040966168674962,7,07:30 AM to 08:00 AM
maintenance,Survey-Arrive,0.0063541805297162805,8,08:00 AM to 08:30 AM
maintenance,Survey-Arrive,0.011613573288993748,9,08:30 AM to 09:00 AM
maintenance,Survey-Arrive,0.014135191120345569,10,09:00 AM to 09:30 AM
maintenance,Survey-Arrive,0.01745511210687761,11,09:30 AM to 10:00 AM
maintenance,Survey-Arrive,0.02768645435428152,12,10:00 AM to 10:30 AM
maintenance,Survey-Arrive,0.03514133567251459,13,10:30 AM to 11:00 AM
maintenance,Survey-Arrive,0.04180425790203544,14,11:00 AM to 11:30 AM
maintenance,Survey-Arrive,0.04502064951313563,15,11:30 AM to 12:00 PM
maintenance,Survey-Arrive,0.04577372163496074,16,12:00 PM to 12:30 PM
maintenance,Survey-Arrive,0.0431095647811936,17,12:30 PM to 01:00 PM
maintenance,Survey-Arrive,0.04077556287590639,18,01:00 PM to 01:30 PM
maintenance,Survey-Arrive,0.03970190613703555,19,01:30 PM to 02:00 PM
maintenance,Survey-Arrive,0.04385138547564307,20,02:00 PM to 02:30 PM
maintenance,Survey-Arrive,0.047653442551747145,21,02:30 PM to 03:00 PM
maintenance,Survey-Arrive,0.05273367422396614,22,03:00 PM to 03:30 PM
maintenance,Survey-Arrive,0.04649588290286362,23,03:30 PM to 04:00 PM
maintenance,Survey-Arrive,0.04764991972004877,24,04:00 PM to 04:30 PM
maintenance,Survey-Arrive,0.048786127176903685,25,04:30 PM to 05:00 PM
maintenance,Survey-Arrive,0.04387317846602946,26,05:00 PM to 05:30 PM
maintenance,Survey-Arrive,0.03315555050222386,27,05:30 PM to 06:00 PM
maintenance,Survey-Arrive,0.03680229911448262,28,06:00 PM to 06:30 PM
maintenance,Survey-Arrive,0.03390042286442515,29,06:30 PM to 07:00 PM
maintenance,Survey-Arrive,0.03601781239882135,30,07:00 PM to 07:30 PM
maintenance,Survey-Arrive,0.030534729420323935,31,07:30 PM to 08:00 PM
maintenance,Survey-Arrive,0.023268918096851082,32,08:00 PM to 08:30 PM
maintenance,Survey-Arrive,0.03327139031821512,33,08:30 PM to 09:00 PM
maintenance,Survey-Arrive,0.02439333417002113,34,09:00 PM to 09:30 PM
maintenance,Survey-Arrive,0.013656496508199887,35,09:30 PM to 10:00 PM
maintenance,Survey-Arrive,0.010470612044581308,36,10:00 PM to 10:30 PM
maintenance,Survey-Arrive,0.0059973443090847395,37,10:30 PM to 11:00 PM
maintenance,Survey-Arrive,0.003567170813783323,38,11:00 PM to 11:30 PM
maintenance,Survey-Arrive,0.0020191468915817194,39,11:30 PM to 12:00 AM
maintenance,Survey-Arrive,0.004048533066768753,40,12:00 PM to 03:00 AM
discretionary,Survey-Arrive,0.0,1,03:00 AM to 05:00 AM
discretionary,Survey-Arrive,0.00021870312094126373,2,05:00 AM to 05:30 AM
discretionary,Survey-Arrive,0.001258033429523984,3,05:30 AM to 06:00 AM
discretionary,Survey-Arrive,0.004139537232190073,4,06:00 AM to 06:30 AM
discretionary,Survey-Arrive,0.0032126350182854844,5,06:30 AM to 07:00 AM
discretionary,Survey-Arrive,0.005298833382531734,6,07:00 AM to 07:30 AM
discretionary,Survey-Arrive,0.008134805665095588,7,07:30 AM to 08:00 AM
discretionary,Survey-Arrive,0.009098091954513412,8,08:00 AM to 08:30 AM
discretionary,Survey-Arrive,0.008166414638952802,9,08:30 AM to 09:00 AM
discretionary,Survey-Arrive,0.011709561031874616,10,09:00 AM to 09:30 AM
discretionary,Survey-Arrive,0.013747330742838992,11,09:30 AM to 10:00 AM
discretionary,Survey-Arrive,0.012285479429428151,12,10:00 AM to 10:30 AM
discretionary,Survey-Arrive,0.014197775023919227,13,10:30 AM to 11:00 AM
discretionary,Survey-Arrive,0.018026058109011926,14,11:00 AM to 11:30 AM
discretionary,Survey-Arrive,0.018179074043285833,15,11:30 AM to 12:00 PM
discretionary,Survey-Arrive,0.02642663758289494,16,12:00 PM to 12:30 PM
discretionary,Survey-Arrive,0.016470116529560548,17,12:30 PM to 01:00 PM
discretionary,Survey-Arrive,0.024663085116545566,18,01:00 PM to 01:30 PM
discretionary,Survey-Arrive,0.018790286280742478,19,01:30 PM to 02:00 PM
discretionary,Survey-Arrive,0.023770949958212988,20,02:00 PM to 02:30 PM
discretionary,Survey-Arrive,0.033189217800282826,21,02:30 PM to 03:00 PM
discretionary,Survey-Arrive,0.03215346568638734,22,03:00 PM to 03:30 PM
discretionary,Survey-Arrive,0.029063821252624363,23,03:30 PM to 04:00 PM
discretionary,Survey-Arrive,0.029740283934185423,24,04:00 PM to 04:30 PM
discretionary,Survey-Arrive,0.035503765876335434,25,04:30 PM to 05:00 PM
discretionary,Survey-Arrive,0.03901048456778082,26,05:00 PM to 05:30 PM
discretionary,Survey-Arrive,0.03519099715082724,27,05:30 PM to 06:00 PM
discretionary,Survey-Arrive,0.039488562175416235,28,06:00 PM to 06:30 PM
discretionary,Survey-Arrive,0.040833857019927706,29,06:30 PM to 07:00 PM
discretionary,Survey-Arrive,0.0478250140735319,30,07:00 PM to 07:30 PM
discretionary,Survey-Arrive,0.04033502189344066,31,07:30 PM to 08:00 PM
discretionary,Survey-Arrive,0.05506132021278717,32,08:00 PM to 08:30 PM
discretionary,Survey-Arrive,0.05214811959766007,33,08:30 PM to 09:00 PM
discretionary,Survey-Arrive,0.06585810146669874,34,09:00 PM to 09:30 PM
discretionary,Survey-Arrive,0.04255457704813852,35,09:30 PM to 10:00 PM
discretionary,Survey-Arrive,0.044366946751384015,36,10:00 PM to 10:30 PM
discretionary,Survey-Arrive,0.027137577937290904,37,10:30 PM to 11:00 PM
discretionary,Survey-Arrive,0.01866926323310632,38,11:00 PM to 11:30 PM
discretionary,Survey-Arrive,0.015958738687191172,39,11:30 PM to 12:00 AM
discretionary,Survey-Arrive,0.038117455344653495,40,12:00 PM to 03:00 AM
all,Survey-Arrive,0.00030021942512015295,1,03:00 AM to 05:00 AM
all,Survey-Arrive,6.069465970956778e-05,2,05:00 AM to 05:30 AM
all,Survey-Arrive,0.0003756574827699859,3,05:30 AM to 06:00 AM
all,Survey-Arrive,0.001188691420403209,4,06:00 AM to 06:30 AM
all,Survey-Arrive,0.0018664822743675218,5,06:30 AM to 07:00 AM
all,Survey-Arrive,0.00440106991469581,6,07:00 AM to 07:30 AM
all,Survey-Arrive,0.007168880685673218,7,07:30 AM to 08:00 AM
all,Survey-Arrive,0.013123526232556132,8,08:00 AM to 08:30 AM
all,Survey-Arrive,0.012020087905825426,9,08:30 AM to 09:00 AM
all,Survey-Arrive,0.01366812787756029,10,09:00 AM to 09:30 AM
all,Survey-Arrive,0.009579170693638719,11,09:30 AM to 10:00 AM
all,Survey-Arrive,0.011064380540885644,12,10:00 AM to 10:30 AM
all,Survey-Arrive,0.013070443655780263,13,10:30 AM to 11:00 AM
all,Survey-Arrive,0.019770127209162075,14,11:00 AM to 11:30 AM
all,Survey-Arrive,0.023713622393068286,15,11:30 AM to 12:00 PM
all,Survey-Arrive,0.028710899985940834,16,12:00 PM to 12:30 PM
all,Survey-Arrive,0.02695573432793631,17,12:30 PM to 01:00 PM
all,Survey-Arrive,0.027451141679227235,18,01:00 PM to 01:30 PM
all,Survey-Arrive,0.023371633376905343,19,01:30 PM to 02:00 PM
all,Survey-Arrive,0.028762693670723708,20,02:00 PM to 02:30 PM
all,Survey-Arrive,0.049257619028985795,21,02:30 PM to 03:00 PM
all,Survey-Arrive,0.06874656040227323,22,03:00 PM to 03:30 PM
all,Survey-Arrive,0.06645221313250207,23,03:30 PM to 04:00 PM
all,Survey-Arrive,0.053378384984537904,24,04:00 PM to 04:30 PM
all,Survey-Arrive,0.05103370188363425,25,04:30 PM to 05:00 PM
all,Survey-Arrive,0.060834123201390956,26,05:00 PM to 05:30 PM
all,Survey-Arrive,0.0578558894314949,27,05:30 PM to 06:00 PM
all,Survey-Arrive,0.05728004537449182,28,06:00 PM to 06:30 PM
all,Survey-Arrive,0.04520027537941599,29,06:30 PM to 07:00 PM
all,Survey-Arrive,0.037714516851977034,30,07:00 PM to 07:30 PM
all,Survey-Arrive,0.025912888121131152,31,07:30 PM to 08:00 PM
all,Survey-Arrive,0.026688267634234476,32,08:00 PM to 08:30 PM
all,Survey-Arrive,0.02646317113330735,33,08:30 PM to 09:00 PM
all,Survey-Arrive,0.02649551433901403,34,09:00 PM to 09:30 PM
all,Survey-Arrive,0.017446215011856177,35,09:30 PM to 10:00 PM
all,Survey-Arrive,0.017450505519117775,36,10:00 PM to 10:30 PM
all,Survey-Arrive,0.012732402925478342,37,10:30 PM to 11:00 PM
all,Survey-Arrive,0.009130293266853202,38,11:00 PM to 11:30 PM
all,Survey-Arrive,0.006990425033188711,39,11:30 PM to 12:00 AM
all,Survey-Arrive,0.01631370193316525,40,12:00 PM to 03:00 AM
work,Survey-Depart,0.032568034381780936,1,03:00 AM to 05:00 AM
work,Survey-Depart,0.03344660137966065,2,05:00 AM to 05:30 AM
work,Survey-Depart,0.05245555304901447,3,05:30 AM to 06:00 AM
work,Survey-Depart,0.0848656255436516,4,06:00 AM to 06:30 AM
work,Survey-Depart,0.11106467151128645,5,06:30 AM to 07:00 AM
work,Survey-Depart,0.14594707949027755,6,07:00 AM to 07:30 AM
work,Survey-Depart,0.13990236083777932,7,07:30 AM to 08:00 AM
work,Survey-Depart,0.10977592254871411,8,08:00 AM to 08:30 AM
work,Survey-Depart,0.06312254626955424,9,08:30 AM to 09:00 AM
work,Survey-Depart,0.0354880964843288,10,09:00 AM to 09:30 AM
work,Survey-Depart,0.02434803372986403,11,09:30 AM to 10:00 AM
work,Survey-Depart,0.016868293570116148,12,10:00 AM to 10:30 AM
work,Survey-Depart,0.010468006682563645,13,10:30 AM to 11:00 AM
work,Survey-Depart,0.010946318293470666,14,11:00 AM to 11:30 AM
work,Survey-Depart,0.009439138323830268,15,11:30 AM to 12:00 PM
work,Survey-Depart,0.010605698442225015,16,12:00 PM to 12:30 PM
work,Survey-Depart,0.012616151902363757,17,12:30 PM to 01:00 PM
work,Survey-Depart,0.011826586734585396,18,01:00 PM to 01:30 PM
work,Survey-Depart,0.014227140740825683,19,01:30 PM to 02:00 PM
work,Survey-Depart,0.010726096995036686,20,02:00 PM to 02:30 PM
work,Survey-Depart,0.008221615381602413,21,02:30 PM to 03:00 PM
work,Survey-Depart,0.008485015772867668,22,03:00 PM to 03:30 PM
work,Survey-Depart,0.010273580582205313,23,03:30 PM to 04:00 PM
work,Survey-Depart,0.005874917281479843,24,04:00 PM to 04:30 PM
work,Survey-Depart,0.006222940296288937,25,04:30 PM to 05:00 PM
work,Survey-Depart,0.004810087960881007,26,05:00 PM to 05:30 PM
work,Survey-Depart,0.00495112738437108,27,05:30 PM to 06:00 PM
work,Survey-Depart,0.003260779042143868,28,06:00 PM to 06:30 PM
work,Survey-Depart,0.00216230685144331,29,06:30 PM to 07:00 PM
work,Survey-Depart,0.0023609565225705866,30,07:00 PM to 07:30 PM
work,Survey-Depart,0.0014764659901052666,31,07:30 PM to 08:00 PM
work,Survey-Depart,0.0006666283155111485,32,08:00 PM to 08:30 PM
work,Survey-Depart,0.0003030582658315874,33,08:30 PM to 09:00 PM
work,Survey-Depart,8.782133893081191e-05,34,09:00 PM to 09:30 PM
work,Survey-Depart,0.0,35,09:30 PM to 10:00 PM
work,Survey-Depart,8.752242348651442e-05,36,10:00 PM to 10:30 PM
work,Survey-Depart,4.721967935126324e-05,37,10:30 PM to 11:00 PM
work,Survey-Depart,0.0,38,11:00 PM to 11:30 PM
work,Survey-Depart,0.0,39,11:30 PM to 12:00 AM
work,Survey-Depart,0.0,40,12:00 PM to 03:00 AM
university,Survey-Depart,0.0,1,03:00 AM to 05:00 AM
university,Survey-Depart,0.0006296147815493322,2,05:00 AM to 05:30 AM
university,Survey-Depart,0.006363657766613978,3,05:30 AM to 06:00 AM
university,Survey-Depart,0.02953900853847238,4,06:00 AM to 06:30 AM
university,Survey-Depart,0.030164292648420937,5,06:30 AM to 07:00 AM
university,Survey-Depart,0.15272196673188876,6,07:00 AM to 07:30 AM
university,Survey-Depart,0.12882378649960707,7,07:30 AM to 08:00 AM
university,Survey-Depart,0.09665054031145177,8,08:00 AM to 08:30 AM
university,Survey-Depart,0.09370210298426672,9,08:30 AM to 09:00 AM
university,Survey-Depart,0.07066740144728316,10,09:00 AM to 09:30 AM
university,Survey-Depart,0.05356060886334771,11,09:30 AM to 10:00 AM
university,Survey-Depart,0.06361954408495624,12,10:00 AM to 10:30 AM
university,Survey-Depart,0.022700895822315995,13,10:30 AM to 11:00 AM
university,Survey-Depart,0.021351739410203376,14,11:00 AM to 11:30 AM
university,Survey-Depart,0.014399756738508289,15,11:30 AM to 12:00 PM
university,Survey-Depart,0.027522235416595733,16,12:00 PM to 12:30 PM
university,Survey-Depart,0.02916278466341211,17,12:30 PM to 01:00 PM
university,Survey-Depart,0.013939054021763656,18,01:00 PM to 01:30 PM
university,Survey-Depart,0.0017157292135788736,19,01:30 PM to 02:00 PM
university,Survey-Depart,0.002944502902616397,20,02:00 PM to 02:30 PM
university,Survey-Depart,0.007315554277150969,21,02:30 PM to 03:00 PM
university,Survey-Depart,0.0062401512430594955,22,03:00 PM to 03:30 PM
university,Survey-Depart,0.0016765980178566025,23,03:30 PM to 04:00 PM
university,Survey-Depart,0.007612220521536804,24,04:00 PM to 04:30 PM
university,Survey-Depart,0.02624874868135736,25,04:30 PM to 05:00 PM
university,Survey-Depart,0.03379702953924594,26,05:00 PM to 05:30 PM
university,Survey-Depart,0.03304525033231857,27,05:30 PM to 06:00 PM
university,Survey-Depart,0.008711022697316754,28,06:00 PM to 06:30 PM
university,Survey-Depart,0.014841533677353967,29,06:30 PM to 07:00 PM
university,Survey-Depart,0.0,30,07:00 PM to 07:30 PM
university,Survey-Depart,0.0,31,07:30 PM to 08:00 PM
university,Survey-Depart,0.00033266816595099345,32,08:00 PM to 08:30 PM
university,Survey-Depart,0.0,33,08:30 PM to 09:00 PM
university,Survey-Depart,0.0,34,09:00 PM to 09:30 PM
university,Survey-Depart,0.0,35,09:30 PM to 10:00 PM
university,Survey-Depart,0.0,36,10:00 PM to 10:30 PM
university,Survey-Depart,0.0,37,10:30 PM to 11:00 PM
university,Survey-Depart,0.0,38,11:00 PM to 11:30 PM
university,Survey-Depart,0.0,39,11:30 PM to 12:00 AM
university,Survey-Depart,0.0,40,12:00 PM to 03:00 AM
school,Survey-Depart,0.00041717746078501,1,03:00 AM to 05:00 AM
school,Survey-Depart,0.002839648778735872,2,05:00 AM to 05:30 AM
school,Survey-Depart,0.0016411873145506554,3,05:30 AM to 06:00 AM
school,Survey-Depart,0.016099474815781417,4,06:00 AM to 06:30 AM
school,Survey-Depart,0.09453181401674224,5,06:30 AM to 07:00 AM
school,Survey-Depart,0.20806041282026286,6,07:00 AM to 07:30 AM
school,Survey-Depart,0.2534128507615586,7,07:30 AM to 08:00 AM
school,Survey-Depart,0.21013163503215734,8,08:00 AM to 08:30 AM
school,Survey-Depart,0.15554694603860633,9,08:30 AM to 09:00 AM
school,Survey-Depart,0.019137892283012672,10,09:00 AM to 09:30 AM
school,Survey-Depart,0.003870545836495673,11,09:30 AM to 10:00 AM
school,Survey-Depart,0.0018374094965660382,12,10:00 AM to 10:30 AM
school,Survey-Depart,0.003010585573610281,13,10:30 AM to 11:00 AM
school,Survey-Depart,0.0073482543840336185,14,11:00 AM to 11:30 AM
school,Survey-Depart,0.0053489437934017975,15,11:30 AM to 12:00 PM
school,Survey-Depart,0.008951146059848465,16,12:00 PM to 12:30 PM
school,Survey-Depart,0.004846269949299457,17,12:30 PM to 01:00 PM
school,Survey-Depart,0.0005244207639044773,18,01:00 PM to 01:30 PM
school,Survey-Depart,0.00039698949789074463,19,01:30 PM to 02:00 PM
school,Survey-Depart,0.0001844574857755674,20,02:00 PM to 02:30 PM
school,Survey-Depart,0.00036145370877707113,21,02:30 PM to 03:00 PM
school,Survey-Depart,0.0,22,03:00 PM to 03:30 PM
school,Survey-Depart,6.782448483938084e-05,23,03:30 PM to 04:00 PM
school,Survey-Depart,0.0,24,04:00 PM to 04:30 PM
school,Survey-Depart,0.00013174632515002889,25,04:30 PM to 05:00 PM
school,Survey-Depart,0.00012836607552198172,26,05:00 PM to 05:30 PM
school,Survey-Depart,0.0,27,05:30 PM to 06:00 PM
school,Survey-Depart,0.0010939083610392994,28,06:00 PM to 06:30 PM
school,Survey-Depart,7.863888165324047e-05,29,06:30 PM to 07:00 PM
school,Survey-Depart,0.0,30,07:00 PM to 07:30 PM
school,Survey-Depart,0.0,31,07:30 PM to 08:00 PM
school,Survey-Depart,0.0,32,08:00 PM to 08:30 PM
school,Survey-Depart,0.0,33,08:30 PM to 09:00 PM
school,Survey-Depart,0.0,34,09:00 PM to 09:30 PM
school,Survey-Depart,0.0,35,09:30 PM to 10:00 PM
school,Survey-Depart,0.0,36,10:00 PM to 10:30 PM
school,Survey-Depart,0.0,37,10:30 PM to 11:00 PM
school,Survey-Depart,0.0,38,11:00 PM to 11:30 PM
school,Survey-Depart,0.0,39,11:30 PM to 12:00 AM
school,Survey-Depart,0.0,40,12:00 PM to 03:00 AM
escort,Survey-Depart,0.0038741049365592197,1,03:00 AM to 05:00 AM
escort,Survey-Depart,0.000644408784711366,2,05:00 AM to 05:30 AM
escort,Survey-Depart,0.002038599375294079,3,05:30 AM to 06:00 AM
escort,Survey-Depart,0.008349990754464666,4,06:00 AM to 06:30 AM
escort,Survey-Depart,0.018318007897103195,5,06:30 AM to 07:00 AM
