OBJECTID,subzone09,AREANAME,Shape_Length,Shape_Area
5090,2755.000000000000000,West Cook,0.032474525399830,0.000065159469333
5091,12763.000000000000000,Will,0.033741773160253,0.000069746375014
5092,12762.000000000000000,Will,0.033689506175651,0.000069495009776
5093,12761.000000000000000,Will,0.033807491220410,0.000069926545263
5094,12760.000000000000000,Will,0.033870778693943,0.000070235112049
5095,12747.000000000000000,Will,0.033919821442785,0.000070439038320
5096,12746.000000000000000,Will,0.033898998599303,0.000070337254653
5097,12745.000000000000000,Will,0.033601616226125,0.000069236014268
5098,12744.000000000000000,Will,0.033584858324440,0.000069157037216
5099,12731.000000000000000,Will,0.034081762967353,0.000070955472171
5100,2792.000000000000000,West Cook,0.033920712738050,0.000070448576699
5101,2791.000000000000000,West Cook,0.033996557790716,0.000070811239657
5102,2778.000000000000000,West Cook,0.034041452740264,0.000070970049728
5103,2777.000000000000000,West Cook,0.033959805861932,0.000070573406318
5104,2776.000000000000000,West Cook,0.033964010169453,0.000070528665610
5105,2775.000000000000000,West Cook,0.033942710328826,0.000070431358464
5106,2762.000000000000000,West Cook,0.033933613353929,0.000070432752885
5107,2761.000000000000000,West Cook,0.034019777746148,0.000070850649810
5108,2760.000000000000000,West Cook,0.033944891651261,0.000070635353732
5109,2759.000000000000000,West Cook,0.032606400947672,0.000065749010789
5110,12767.000000000000000,Will,0.033872919771958,0.000070371935173
5111,12766.000000000000000,Will,0.033825772502853,0.000070145396134
5112,12765.000000000000000,Will,0.033919868697369,0.000070450638180
5113,12764.000000000000000,Will,0.033904765237498,0.000070375518273
5114,12751.000000000000000,Will,0.033894502333187,0.000070330861276
5115,12750.000000000000000,Will,0.033899817049872,0.000070353012240
5116,12749.000000000000000,Will,0.033654755505916,0.000069442082947
5117,2796.000000000000000,West Cook,0.033846137889734,0.000070180027436
5118,2795.000000000000000,West Cook,0.033922432781116,0.000070544828162
5119,2782.000000000000000,West Cook,0.034023831827919,0.000070901015988
5120,2781.000000000000000,West Cook,0.033941974149391,0.000070501849894
5121,2780.000000000000000,West Cook,0.034029936101497,0.000070806888193
5122,2779.000000000000000,West Cook,0.034008520590544,0.000070670885561
5123,2766.000000000000000,West Cook,0.033918335841672,0.000070379422989
5124,2765.000000000000000,West Cook,0.034004905069541,0.000070775693250
5125,2764.000000000000000,West Cook,0.033943568788474,0.000070632569033
5126,2763.000000000000000,West Cook,0.032586327251769,0.000065677957398
5127,12771.000000000000000,Will,0.033911623220871,0.000070519970193
5128,12770.000000000000000,Will,0.033864042201420,0.000070335583967
5129,12769.000000000000000,Will,0.033901765684984,0.000070387661717
5130,12768.000000000000000,Will,0.033886783923095,0.000070348215035
5131,12755.000000000000000,Will,0.033860352400445,0.000070212706566
5132,12754.000000000000000,Will,0.033866333531795,0.000070286089896
5133,12753.000000000000000,Will,0.033784270728796,0.000069926391645
5134,12752.000000000000000,Will,0.033740270323668,0.000069828215190
5135,12739.000000000000000,Will,0.033951295411078,0.000070493574144
5136,13525.000000000000000,Will,0.033729846570770,0.000069636301520
5137,13524.000000000000000,Will,0.033634025037244,0.000069173580833
5138,13511.000000000000000,Will,0.033939009945855,0.000070272652267
5139,13510.000000000000000,Will,0.034036873296762,0.000070792094923
5140,13509.000000000000000,Will,0.033820221275302,0.000070017313381
5141,13508.000000000000000,Will,0.033812079452936,0.000069976210120
5142,13495.000000000000000,Will,0.033671109751485,0.000069440819251
5143,13494.000000000000000,Will,0.033639888486622,0.000069292015840
5144,13493.000000000000000,Will,0.033783751066146,0.000069830959683
5145,13492.000000000000000,Will,0.033051149966495,0.000067330386302
5146,12807.000000000000000,Will,0.033714113085820,0.000069942374669
5147,12806.000000000000000,Will,0.033938757420901,0.000071006832133
5148,12805.000000000000000,Will,0.034605393630948,0.000073670588671
5149,12804.000000000000000,Will,0.034576746722979,0.000073477795727
5150,12791.000000000000000,Will,0.034258316688446,0.000072366128301
5151,12790.000000000000000,Will,0.034397873026461,0.000073006032425
5152,12789.000000000000000,Will,0.034675594564399,0.000074127528381
5153,12788.000000000000000,Will,0.034552153626142,0.000073474920407
5154,12775.000000000000000,Will,0.034494205728002,0.000073300162158
5155,13529.000000000000000,Will,0.033826126832794,0.000070044458435
5156,13528.000000000000000,Will,0.033825808638873,0.000070042976227
5157,13515.000000000000000,Will,0.034018275263765,0.000070739247370
5158,13514.000000000000000,Will,0.034017369912542,0.000070736068838
5159,13513.000000000000000,Will,0.033776803730521,0.000069863209944
5160,13512.000000000000000,Will,0.033775999278780,0.000069858300412
5161,13499.000000000000000,Will,0.033676255366743,0.000069494565438
5162,13498.000000000000000,Will,0.033675825589411,0.000069491360153
5163,13497.000000000000000,Will,0.033797779590918,0.000069935241146
5164,13496.000000000000000,Will,0.033217914976756,0.000067838161808
5165,12811.000000000000000,Will,0.033345320479116,0.000068299708147
5166,12810.000000000000000,Will,0.033345263971166,0.000068304137605
5167,12809.000000000000000,Will,0.034153211499964,0.000071229913120
5168,12808.000000000000000,Will,0.034150889881522,0.000071219971925
5169,12795.000000000000000,Will,0.033497667356122,0.000068847055045
5170,12794.000000000000000,Will,0.033497620245590,0.000068853217661
5171,12793.000000000000000,Will,0.033924557624506,0.000070398884350
5172,12792.000000000000000,Will,0.033925582469984,0.000070404503867
5173,12779.000000000000000,Will,0.033963586503839,0.000070544376549
5174,13532.000000000000000,Will,0.033886317511104,0.000070314409454
5175,13519.000000000000000,Will,0.034058275940565,0.000070954525495
5176,13518.000000000000000,Will,0.034089042661822,0.000071107135481
5177,13517.000000000000000,Will,0.033835822853084,0.000070194069853
5178,13516.000000000000000,Will,0.033821345699041,0.000070124360950
5179,13503.000000000000000,Will,0.033738495679316,0.000069811497456
5180,13502.000000000000000,Will,0.033735624727998,0.000069797414238
5181,13501.000000000000000,Will,0.033856420826774,0.000070226510747
5182,13500.000000000000000,Will,0.033397723124477,0.000068537937515
5183,12815.000000000000000,Will,0.033353720601317,0.000068360357469
5184,12814.000000000000000,Will,0.033331565864423,0.000068254112376
5185,12813.000000000000000,Will,0.034182764871607,0.000071342358235
5186,12812.000000000000000,Will,0.034208008031622,0.000071463712063
5187,12799.000000000000000,Will,0.033472641824752,0.000068765688377
5188,12798.000000000000000,Will,0.033389758687576,0.000068373473290
5189,12800.000000000000000,Will,0.033847155536379,0.000070050534975
5190,12787.000000000000000,Will,0.033887425895700,0.000070210921535
5191,13572.000000000000000,Will,0.033903748971502,0.000070473987143
5192,13559.000000000000000,Will,0.034134055460559,0.000071284061178
5193,13558.000000000000000,Will,0.034085484145506,0.000071042240168
5194,13557.000000000000000,Will,0.033743795797121,0.000069773655584
5195,13556.000000000000000,Will,0.033756813706752,0.000069833889492
5196,13543.000000000000000,Will,0.033728464678069,0.000069740721161
5197,13542.000000000000000,Will,0.033719437325344,0.000069713870281
5198,13541.000000000000000,Will,0.033859789314604,0.000070248304969
5199,13540.000000000000000,Will,0.033466591821265,0.000068852935313
5200,12855.000000000000000,Will,0.033541926385167,0.000069106802102
5201,12854.000000000000000,Will,0.033468682615397,0.000068758870612
5202,12853.000000000000000,Will,0.033951038996458,0.000070447264537
5203,12852.000000000000000,Will,0.033928697437942,0.000070334432352
5204,12839.000000000000000,Will,0.033567223942063,0.000069037918441
5205,12838.000000000000000,Will,0.033605128053621,0.000069223068139
5206,12837.000000000000000,Will,0.033882213611473,0.000070242872207
5207,12836.000000000000000,Will,0.033869999646521,0.000070185426043
5208,12823.000000000000000,Will,0.033891195002481,0.000070267486825
5209,13576.000000000000000,Will,0.033818836802098,0.000070165849705
5210,13563.000000000000000,Will,0.034116109890160,0.000071216330563
5211,13562.000000000000000,Will,0.034065370131651,0.000070965307577
5212,13561.000000000000000,Will,0.033801787665119,0.000070006033957
5213,13560.000000000000000,Will,0.033852941907284,0.000070271004546
5214,13547.000000000000000,Will,0.033809269247741,0.000070089994645
5215,13546.000000000000000,Will,0.033741132006582,0.000069810969891
5216,13545.000000000000000,Will,0.033856425667934,0.000070237221657
5217,13544.000000000000000,Will,0.033468726557001,0.000068860263895
5218,12859.000000000000000,Will,0.033609930010509,0.000069355795882
5219,12858.000000000000000,Will,0.033535566784813,0.000069001559362
5220,12857.000000000000000,Will,0.033851559945513,0.000070086111604
5221,12856.000000000000000,Will,0.033830522697990,0.000069978924122
5222,12843.000000000000000,Will,0.033643346104727,0.000069313315991
5223,12842.000000000000000,Will,0.033680681698602,0.000069495528440
5224,12841.000000000000000,Will,0.033864203637396,0.000070177128082
5225,12840.000000000000000,Will,0.033853820453979,0.000070127370839
5226,12827.000000000000000,Will,0.033864907963813,0.000070174929470
5227,13580.000000000000000,Will,0.033673968452470,0.000069525328555
5228,13567.000000000000000,Will,0.034024578279726,0.000070835275102
5229,13566.000000000000000,Will,0.034057239765235,0.000070987506383
5230,13565.000000000000000,Will,0.033894879468579,0.000070391254216
5231,13564.000000000000000,Will,0.033620782736094,0.000069353422786
5232,13551.000000000000000,Will,0.034032795128441,0.000070881331152
5233,13550.000000000000000,Will,0.033793627492424,0.000070034851142
5234,13549.000000000000000,Will,0.033883706943143,0.000070372165920
5235,13548.000000000000000,Will,0.033406653463021,0.000068603791295
5236,12863.000000000000000,Will,0.033660934322396,0.000069535456433
5237,12862.000000000000000,Will,0.033698846722746,0.000069717162280
5238,12861.000000000000000,Will,0.033894724620743,0.000070421206860
5239,12860.000000000000000,Will,0.033846387388871,0.000070178046880
5240,12847.000000000000000,Will,0.033848620599209,0.000070178808275
5241,12846.000000000000000,Will,0.033872993774461,0.000070300278325
5242,12845.000000000000000,Will,0.033944995451600,0.000070575777278
5243,12844.000000000000000,Will,0.033940819247220,0.000070555506796
5244,12831.000000000000000,Will,0.033910580388033,0.000070432359619
5245,13584.000000000000000,Will,0.033675183707789,0.000069532139366
5246,13571.000000000000000,Will,0.033943335909470,0.000070544308579
5247,13570.000000000000000,Will,0.033975911590178,0.000070693224720
5248,13569.000000000000000,Will,0.033976157305174,0.000070704656512
5249,13568.000000000000000,Will,0.033889360658298,0.000070385209915
5250,13555.000000000000000,Will,0.033934084824578,0.000070552099110
5251,13554.000000000000000,Will,0.033851276883307,0.000070260478817
5252,13553.000000000000000,Will,0.033882273628590,0.000070365875112
5253,13552.000000000000000,Will,0.033343215392470,0.000068371975428
5254,12867.000000000000000,Will,0.033704920318358,0.000069696860856
5255,12866.000000000000000,Will,0.033740667546683,0.000069868716228
5256,12865.000000000000000,Will,0.033775342037257,0.000069980931811
5257,12864.000000000000000,Will,0.033727370579080,0.000069740362835
5258,12851.000000000000000,Will,0.033975460520273,0.000070638352122
5259,12850.000000000000000,Will,0.033999359195365,0.000070759281501
5260,12849.000000000000000,Will,0.033949253342690,0.000070590874132
5261,13620.000000000000000,Will,0.033773347912493,0.000069986398515
5262,13607.000000000000000,Will,0.033930818847906,0.000070538763119
5263,13606.000000000000000,Will,0.033910128575610,0.000070438316556
5264,13605.000000000000000,Will,0.033948096286133,0.000070566957801
5265,13604.000000000000000,Will,0.033959083280545,0.000070617125572
5266,13591.000000000000000,Will,0.033856526984335,0.000070244941399
5267,13590.000000000000000,Will,0.033849396863685,0.000070211969938
5268,13589.000000000000000,Will,0.033842506700328,0.000070173755371
5269,13588.000000000000000,Will,0.033312147064988,0.000068224864047
5270,12903.000000000000000,Will,0.033685278171282,0.000069576727926
5271,12902.000000000000000,Will,0.033685646619029,0.000069578411599
5272,12901.000000000000000,Will,0.033697075896603,0.000069668111203
5273,12900.000000000000000,Will,0.033787318678143,0.000070100225640
5274,12887.000000000000000,Will,0.034156613455253,0.000071480542580
5275,12886.000000000000000,Will,0.034109919064657,0.000071251482639
5276,12885.000000000000000,Will,0.033955519585499,0.000070640783185
5277,12884.000000000000000,Will,0.033930802142509,0.000070519063885
5278,12871.000000000000000,Will,0.033848730494811,0.000070186403923
5279,12870.000000000000000,Will,0.033824977773644,0.000070070704937
5280,13624.000000000000000,Will,0.033804610852424,0.000070101645326
5281,13611.000000000000000,Will,0.033925196556148,0.000070520384485
5282,13610.000000000000000,Will,0.033904271500527,0.000070417531068
5283,13609.000000000000000,Will,0.033903715326127,0.000070407135171
5284,13608.000000000000000,Will,0.033912843448449,0.000070449610043
5285,13595.000000000000000,Will,0.033876589363708,0.000070319327872
5286,13594.000000000000000,Will,0.033868776534484,0.000070283313490
5287,13593.000000000000000,Will,0.033841934229203,0.000070171748366
5288,13592.000000000000000,Will,0.033375995600677,0.000068459479960
5289,12907.000000000000000,Will,0.033691379219214,0.000069598511751
5290,12906.000000000000000,Will,0.033689785482507,0.000069591568982
5291,12905.000000000000000,Will,0.033711649403462,0.000069721988545
5292,12904.000000000000000,Will,0.033803945814174,0.000070162132116
5293,12891.000000000000000,Will,0.034105673478195,0.000071293655017
5294,12890.000000000000000,Will,0.034058292974609,0.000071062760400
5295,12889.000000000000000,Will,0.033911823855029,0.000070479971278
5296,12888.000000000000000,Will,0.033885967662824,0.000070352980944
5297,12875.000000000000000,Will,0.033840665888043,0.000070153722674
5298,12874.000000000000000,Will,0.033817385682020,0.000070040279491
5299,13628.000000000000000,Will,0.033743390867017,0.000069753892836
5300,13615.000000000000000,Will,0.033815456309839,0.000069986136409
5301,13614.000000000000000,Will,0.033813322296981,0.000069975552884
5302,13613.000000000000000,Will,0.033760593297364,0.000069759917526
5303,13612.000000000000000,Will,0.033723019134555,0.000069577135664
5304,13599.000000000000000,Will,0.033792295961489,0.000069863583124
5305,13598.000000000000000,Will,0.033884660211186,0.000070315475127
5306,13597.000000000000000,Will,0.033874675825093,0.000070335581595
5307,13596.000000000000000,Will,0.033464882327875,0.000068843357887
5308,12911.000000000000000,Will,0.033732618798842,0.000069802802416
5309,12910.000000000000000,Will,0.033696942706187,0.000069633271524
5310,12909.000000000000000,Will,0.033693842106316,0.000069599075054
5311,12908.000000000000000,Will,0.033690144955373,0.000069579978665
5312,12895.000000000000000,Will,0.033856102677435,0.000070167471273
5313,12894.000000000000000,Will,0.033838919699637,0.000070080984466
5314,12893.000000000000000,Will,0.033760973645827,0.000069787278065
5315,12892.000000000000000,Will,0.033767867807640,0.000069819220674
5316,12879.000000000000000,Will,0.033780207256929,0.000069876112412
5317,12878.000000000000000,Will,0.033797810979548,0.000069957685724
5318,13632.000000000000000,Will,0.033798612833687,0.000069953232804
5319,13619.000000000000000,Will,0.033819845440222,0.000070000833942
5320,13618.000000000000000,Will,0.033817395706776,0.000069988940107
5321,13617.000000000000000,Will,0.033726325415667,0.000069632816115
5322,13616.000000000000000,Will,0.033688999011227,0.000069450937869
5323,13603.000000000000000,Will,0.033851698532767,0.000070081317385
5324,13602.000000000000000,Will,0.033944486430989,0.000070532941897
5325,13601.000000000000000,Will,0.033870533801279,0.000070318982956
5326,13600.000000000000000,Will,0.033470838856046,0.000068864986403
5327,12915.000000000000000,Will,0.033714934172827,0.000069739613971
5328,12914.000000000000000,Will,0.033679044207451,0.000069568580679
5329,12913.000000000000000,Will,0.033744133361361,0.000069782404652
5330,12912.000000000000000,Will,0.033739728823626,0.000069761548336
5331,12899.000000000000000,Will,0.033769667046437,0.000069855064245
5332,12898.000000000000000,Will,0.033752147995393,0.000069766203126
5333,12897.000000000000000,Will,0.033740046917498,0.000069711064774
5334,12896.000000000000000,Will,0.033746140361080,0.000069738896240
5335,12883.000000000000000,Will,0.033762057985723,0.000069808050623
5336,12882.000000000000000,Will,0.033780718300110,0.000069895671081
5337,12920.000000000000000,Will,0.033862637915113,0.000070327799720
5338,12921.000000000000000,Will,0.033892325260423,0.000070470745575
5339,13672.000000000000000,Will,0.033731959116483,0.000069684157703
5340,13659.000000000000000,Will,0.033820629397043,0.000070021043945
5341,13658.000000000000000,Will,0.033822213486608,0.000070026581124
5342,13657.000000000000000,Will,0.033754838533861,0.000069771581302
5343,13656.000000000000000,Will,0.033756841445518,0.000069780127475
5344,13643.000000000000000,Will,0.033904983889970,0.000070320427719
5345,13642.000000000000000,Will,0.033905809888311,0.000070323135495
5346,13641.000000000000000,Will,0.033772487901535,0.000069845632379
5347,13640.000000000000000,Will,0.033576237626489,0.000069135426148
5348,12955.000000000000000,Will,0.033509379130489,0.000068931782647
5349,12954.000000000000000,Will,0.033503563885797,0.000068878361229
5350,12951.000000000000000,Will,0.033663167411548,0.000069444514303
5351,12950.000000000000000,Will,0.033663578685947,0.000069442195828
5352,12939.000000000000000,Will,0.033773152869563,0.000069854511184
5353,12938.000000000000000,Will,0.033773589184141,0.000069856369712
5354,12935.000000000000000,Will,0.033831613180117,0.000070065105357
5355,12934.000000000000000,Will,0.033829815126873,0.000070058163648
5356,12923.000000000000000,Will,0.033703179744988,0.000069598994783
5357,12922.000000000000000,Will,0.033705037983501,0.000069605285904
5358,16590.000000000000000,IL,0.412499656490376,0.010109769484913
5359,16589.000000000000000,IL,0.403524723267195,0.009997547063632
5360,16592.000000000000000,IL,0.504632085774795,0.008855243551888
5361,16591.000000000000000,IL,0.472530338953416,0.010835753237645
5362,16169.000000000000000,Kendall,0.033772355688278,0.000069848844689
5363,16168.000000000000000,Kendall,0.036901706573607,0.000081188546278
5364,16288.000000000000000,Kendall,0.034532946505959,0.000072610261607
5365,16276.000000000000000,Kendall,0.034556274555614,0.000072739076098
5366,16277.000000000000000,Kendall,0.033744722523548,0.000069734588543
5367,16274.000000000000000,Kendall,0.034120739326197,0.000071262432539
5368,16278.000000000000000,Kendall,0.033711922799084,0.000069606698839
5369,16028.000000000000000,Kendall,0.033820224662699,0.000070013929056
5370,16031.000000000000000,Kendall,0.033849327943888,0.000070119972927
5371,16030.000000000000000,Kendall,0.033849148859505,0.000070120729657
5372,16033.000000000000000,Kendall,0.033867386531909,0.000070185626724
5373,16032.000000000000000,Kendall,0.033868036416794,0.000070183122727
5374,16035.000000000000000,Kendall,0.033673618261281,0.000069488369808
5375,16034.000000000000000,Kendall,0.033673124167147,0.000069487448004
5376,16039.000000000000000,Kendall,0.033793901753642,0.000069980980962
5377,16038.000000000000000,Kendall,0.033893117665388,0.000070450978688
5378,16051.000000000000000,Kendall,0.033716410673570,0.000069704810341
5379,16050.000000000000000,Kendall,0.033815642832164,0.000070174846000
5380,16041.000000000000000,Kendall,0.033900696114483,0.000070378746259
5381,16040.000000000000000,Kendall,0.033859718411249,0.000070184295208
5382,16053.000000000000000,Kendall,0.033936478898861,0.000070505622317
5383,16052.000000000000000,Kendall,0.033895457509631,0.000070310955451
5384,16055.000000000000000,Kendall,0.033849247361750,0.000070255423969
5385,16054.000000000000000,Kendall,0.033832374660400,0.000070168268478
5386,16330.000000000000000,Kendall,0.035492344671668,0.000069883988039
5387,16329.000000000000000,Kendall,0.035071490371844,0.000073625973177
5388,16328.000000000000000,Kendall,0.034336803518637,0.000072327656480
5389,16327.000000000000000,Kendall,0.034317217988614,0.000072361000768
5390,16326.000000000000000,Kendall,0.034212757527808,0.000071861997511
5391,16325.000000000000000,Kendall,0.033966991844306,0.000070702611003
5392,16324.000000000000000,Kendall,0.023735484762196,0.000033489051516
5393,16486.000000000000000,IL,0.034015013793558,0.000070847197875
5394,16485.000000000000000,IL,0.034160524872498,0.000071370281701
5395,16484.000000000000000,IL,0.034155706025979,0.000071347489521
5396,16483.000000000000000,IL,0.034059485591194,0.000070968681428
5397,16482.000000000000000,IL,0.034018925605245,0.000070770642499
5398,16481.000000000000000,IL,0.033744394997364,0.000069750840323
5399,16534.000000000000000,IL,0.034267194749963,0.000071799176870
5400,16533.000000000000000,IL,0.034454799884243,0.000072441760152
5401,16532.000000000000000,IL,0.034388453678119,0.000072116145559
5402,16531.000000000000000,IL,0.034072313145985,0.000070932369585
5403,16530.000000000000000,IL,0.034074804974123,0.000070946459876
5404,16529.000000000000000,IL,0.033741821474698,0.000069749900317
5405,16528.000000000000000,IL,0.028422691427780,0.000050468082729
5406,16318.000000000000000,Kendall,0.035591922920713,0.000072132975171
5407,16317.000000000000000,Kendall,0.033957725614943,0.000070492929727
5408,16316.000000000000000,Kendall,0.033956337743541,0.000070493770223
5409,16315.000000000000000,Kendall,0.033910250987031,0.000070339415290
5410,16314.000000000000000,Kendall,0.033910102411929,0.000070346209893
5411,16313.000000000000000,Kendall,0.033769885585045,0.000069839552086
5412,16312.000000000000000,Kendall,0.023572083153831,0.000032898157142
5413,16342.000000000000000,Kendall,0.033882676774172,0.000070557514258
5414,16341.000000000000000,Kendall,0.035379435371200,0.000072346979376
5415,16340.000000000000000,Kendall,0.035884426716717,0.000072657121106
5416,16339.000000000000000,Kendall,0.035852270352966,0.000072852992533
5417,16338.000000000000000,Kendall,0.035135218148643,0.000072186797225
5418,16337.000000000000000,Kendall,0.035372920575381,0.000071060331284
5419,16336.000000000000000,Kendall,0.023861318793414,0.000033984897694
5420,16354.000000000000000,Kendall,0.033780662808834,0.000069993517371
5421,16353.000000000000000,Kendall,0.033740757810863,0.000069836891388
5422,16352.000000000000000,Kendall,0.033727629206570,0.000069775779960
5423,16351.000000000000000,Kendall,0.033909662901066,0.000070500233178
5424,16349.000000000000000,Kendall,0.034723670397174,0.000074376287371
5425,16350.000000000000000,Kendall,0.033457159185247,0.000068964684725
5426,16348.000000000000000,Kendall,0.026547090561827,0.000043453075512
5427,16366.000000000000000,Kendall,0.033815394001196,0.000070120115859
5428,16365.000000000000000,Kendall,0.033826323840685,0.000070149148433
5429,16364.000000000000000,Kendall,0.033813733961520,0.000070090190149
5430,16363.000000000000000,Kendall,0.033672496544628,0.000069504574864
5431,16362.000000000000000,Kendall,0.033375388699248,0.000068302331878
5432,16360.000000000000000,Kendall,0.026621333624398,0.000043760806546
5433,16361.000000000000000,Kendall,0.033905678320102,0.000070339031243
5434,16378.000000000000000,Kendall,0.033844884892394,0.000070199911669
5435,16377.000000000000000,Kendall,0.033876052908687,0.000070337709027
5436,16376.000000000000000,Kendall,0.033901926879629,0.000070457140126
5437,16375.000000000000000,Kendall,0.033803685185913,0.000070110989271
5438,16374.000000000000000,Kendall,0.033791134697459,0.000070060597235
5439,16373.000000000000000,Kendall,0.033850959490040,0.000070239406764
5440,16372.000000000000000,Kendall,0.026608023654208,0.000043868657035
5441,16390.000000000000000,Kendall,0.033899613070235,0.000070401285945
5442,16389.000000000000000,Kendall,0.033845953211575,0.000070228825607
5443,16388.000000000000000,Kendall,0.033870659780774,0.000070344488735
5444,16387.000000000000000,Kendall,0.033932393436601,0.000070580085067
5445,16386.000000000000000,Kendall,0.033920493038809,0.000070532860706
5446,16385.000000000000000,Kendall,0.033850328455224,0.000070235160404
5447,16384.000000000000000,Kendall,0.026824022701207,0.000044651222442
5448,16402.000000000000000,Kendall,0.033794681295855,0.000069905223519
5449,16401.000000000000000,Kendall,0.033717067301457,0.000069600726590
5450,16400.000000000000000,Kendall,0.033736402996275,0.000069698557546
5451,16399.000000000000000,Kendall,0.033852412222381,0.000070154341653
5452,16398.000000000000000,Kendall,0.033893704449160,0.000070349872653
5453,16397.000000000000000,Kendall,0.033820540260388,0.000070079042921
5454,16396.000000000000000,Kendall,0.027135552119996,0.000045780012332
5455,16414.000000000000000,Kendall,0.033733581854090,0.000069684410720
5456,16413.000000000000000,Kendall,0.033779798100886,0.000069829906755
5457,16412.000000000000000,Kendall,0.033797180990669,0.000069919378664
5458,16411.000000000000000,Kendall,0.033811779155566,0.000070008445752
5459,16410.000000000000000,Kendall,0.033853093830911,0.000070204526356
5460,16409.000000000000000,Kendall,0.033819642076855,0.000070074739680
5461,16408.000000000000000,Kendall,0.027550877788652,0.000047287129194
5462,16426.000000000000000,Kendall,0.033789252708853,0.000069995190253
5463,16425.000000000000000,Kendall,0.033930805662145,0.000070509713319
5464,16424.000000000000000,Kendall,0.033942784784318,0.000070568660077
5465,16423.000000000000000,Kendall,0.033858390329129,0.000070238654521
5466,16422.000000000000000,Kendall,0.033807530216251,0.000069992214454
5467,16421.000000000000000,Kendall,0.033770830382239,0.000069867426202
5468,16420.000000000000000,Kendall,0.027788260079061,0.000048148381161
5469,16438.000000000000000,Kendall,0.033792572951936,0.000070009696723
5470,16437.000000000000000,Kendall,0.033971481713991,0.000070660711894
5471,16436.000000000000000,Kendall,0.033983223008100,0.000070718006636
5472,16435.000000000000000,Kendall,0.033899293718009,0.000070388950053
5473,16434.000000000000000,Kendall,0.033848749659669,0.000070144621791
5474,16433.000000000000000,Kendall,0.033770796060638,0.000069870302926
5475,16432.000000000000000,Kendall,0.027791691443103,0.000048161213098
5476,16450.000000000000000,IL,0.033906442940324,0.000070524660984
5477,16449.000000000000000,IL,0.034063731229357,0.000071058148864
5478,16448.000000000000000,IL,0.033978866222614,0.000070647530944
5479,16447.000000000000000,IL,0.033956892554358,0.000070590002516
5480,16446.000000000000000,IL,0.034077629976840,0.000071175470689
5481,16445.000000000000000,IL,0.033949464759575,0.000070732446749
5482,16444.000000000000000,IL,0.027933689885476,0.000048657027422
5483,16462.000000000000000,IL,0.033794371064920,0.000069927078319
5484,16461.000000000000000,IL,0.033978062242141,0.000070591914505
5485,16460.000000000000000,IL,0.033976991394772,0.000070588217658
5486,16459.000000000000000,IL,0.033985346008673,0.000070619335872
5487,16458.000000000000000,IL,0.033984362812997,0.000070613766285
5488,16457.000000000000000,IL,0.033743209055315,0.000069742062315
5489,16456.000000000000000,IL,0.027948805611046,0.000048754405339
5490,16474.000000000000000,IL,0.033946679469765,0.000070596406749
5491,16473.000000000000000,IL,0.034110421664881,0.000071186026789
5492,16472.000000000000000,IL,0.034106256726818,0.000071166602046
5493,16471.000000000000000,IL,0.034082007658162,0.000071050136455
5494,16470.000000000000000,IL,0.034040946722032,0.000070850656304
5495,16469.000000000000000,IL,0.033747927395565,0.000069764284681
5496,16468.000000000000000,IL,0.028177451222219,0.000049578283429
5497,16480.000000000000000,IL,0.028367152345197,0.000050267667293
5498,16498.000000000000000,IL,0.034045972291209,0.000070934620941
5499,16497.000000000000000,IL,0.034245673865169,0.000071695761913
5500,16496.000000000000000,IL,0.034230448890485,0.000071626151828
5501,16495.000000000000000,IL,0.034090032545467,0.000071116388328
5502,16494.000000000000000,IL,0.034103355866905,0.000071181368374
5503,16493.000000000000000,IL,0.033847332843500,0.000070249215007
5504,16492.000000000000000,IL,0.028577498127012,0.000051117212536
5505,16510.000000000000000,IL,0.034073084057591,0.000071036631112
5506,16509.000000000000000,IL,0.034330367599053,0.000072003925230
5507,16508.000000000000000,IL,0.034315633317062,0.000071936790829
5508,16507.000000000000000,IL,0.034114897084005,0.000071207587335
5509,16506.000000000000000,IL,0.034126231760051,0.000071264346261
5510,16505.000000000000000,IL,0.033845888694846,0.000070242841395
5511,16504.000000000000000,IL,0.028596162270969,0.000051083237883
5512,16522.000000000000000,IL,0.034173811272920,0.000071458379161
5513,16521.000000000000000,IL,0.034390080518667,0.000072208257025
5514,16520.000000000000000,IL,0.034324438531779,0.000071885887359
5515,16519.000000000000000,IL,0.034046045182230,0.000070838306452
5516,16518.000000000000000,IL,0.034048992352738,0.000070854676037
5517,16517.000000000000000,IL,0.033745213126535,0.000069763734478
5518,16516.000000000000000,IL,0.028460445999117,0.000050605272647
5519,16546.000000000000000,IL,0.034450445976400,0.000072129466548
5520,16545.000000000000000,IL,0.034110361569303,0.000070988688162
5521,16544.000000000000000,IL,0.034751183006891,0.000073483451011
5522,16543.000000000000000,IL,0.034189264429057,0.000071487981262
5523,16542.000000000000000,IL,0.034100619901508,0.000071055002144
5524,16541.000000000000000,IL,0.033696880007488,0.000069535142935
5525,16540.000000000000000,IL,0.028309865106923,0.000050066064653
5526,16558.000000000000000,IL,0.035373759893111,0.000070787735889
5527,16557.000000000000000,IL,0.035902120382499,0.000073201860631
5528,16556.000000000000000,IL,0.035295210723033,0.000075476056296
5529,16555.000000000000000,IL,0.034190374076116,0.000071491431129
5530,16554.000000000000000,IL,0.034100773594505,0.000071052887824
5531,16553.000000000000000,IL,0.033693184556799,0.000069519769988
