cat,subgroup,value,xaxis,hours
work-based,Model-Arrive,0.009215133242559813,10,09:00 AM to 09:30 AM
discretionary,Model-Arrive,0.0176167430439562,11,09:30 AM to 10:00 AM
escort,Model-Arrive,0.019610043621246572,11,09:30 AM to 10:00 AM
maintenance,Model-Arrive,0.025959413676923893,11,09:30 AM to 10:00 AM
school,Model-Arrive,0.0023022675849312126,11,09:30 AM to 10:00 AM
university,Model-Arrive,0.004018384766907419,11,09:30 AM to 10:00 AM
work,Model-Arrive,0.0008966003659414523,11,09:30 AM to 10:00 AM
work-based,Model-Arrive,0.011318323283407898,11,09:30 AM to 10:00 AM
discretionary,Model-Arrive,0.017299099176267364,12,10:00 AM to 10:30 AM
escort,Model-Arrive,0.015286953636567681,12,10:00 AM to 10:30 AM
maintenance,Model-Arrive,0.030428833680850996,12,10:00 AM to 10:30 AM
school,Model-Arrive,0.003194107251977737,12,10:00 AM to 10:30 AM
university,Model-Arrive,0.008824688115561393,12,10:00 AM to 10:30 AM
work,Model-Arrive,0.0012967119298957811,12,10:00 AM to 10:30 AM
work-based,Model-Arrive,0.015646275043765805,12,10:00 AM to 10:30 AM
discretionary,Model-Arrive,0.016035661769954457,13,10:30 AM to 11:00 AM
escort,Model-Arrive,0.012769217257228734,13,10:30 AM to 11:00 AM
maintenance,Model-Arrive,0.02879565649671027,13,10:30 AM to 11:00 AM
school,Model-Arrive,0.004502138763645973,13,10:30 AM to 11:00 AM
university,Model-Arrive,0.015942219304005252,13,10:30 AM to 11:00 AM
work,Model-Arrive,0.0018165649107999458,13,10:30 AM to 11:00 AM
work-based,Model-Arrive,0.01753063606302276,13,10:30 AM to 11:00 AM
discretionary,Model-Arrive,0.020814595914171913,14,11:00 AM to 11:30 AM
escort,Model-Arrive,0.02332809618143316,14,11:00 AM to 11:30 AM
maintenance,Model-Arrive,0.03823317656079066,14,11:00 AM to 11:30 AM
school,Model-Arrive,0.0063188491965185225,14,11:00 AM to 11:30 AM
university,Model-Arrive,0.028837820091923833,14,11:00 AM to 11:30 AM
work,Model-Arrive,0.002714625537923713,14,11:00 AM to 11:30 AM
work-based,Model-Arrive,0.022977047267068663,14,11:00 AM to 11:30 AM
discretionary,Model-Arrive,0.018102131426042514,15,11:30 AM to 12:00 PM
escort,Model-Arrive,0.033120919656885225,15,11:30 AM to 12:00 PM
maintenance,Model-Arrive,0.03427490361449538,15,11:30 AM to 12:00 PM
school,Model-Arrive,0.008287502683776775,15,11:30 AM to 12:00 PM
university,Model-Arrive,0.030676296782665792,15,11:30 AM to 12:00 PM
work,Model-Arrive,0.003904738401510494,15,11:30 AM to 12:00 PM
work-based,Model-Arrive,0.047826298385528106,15,11:30 AM to 12:00 PM
discretionary,Model-Arrive,0.016364012734306967,16,12:00 PM to 12:30 PM
escort,Model-Arrive,0.02970050647487631,16,12:00 PM to 12:30 PM
maintenance,Model-Arrive,0.03655948162208155,16,12:00 PM to 12:30 PM
school,Model-Arrive,0.011650068539529967,16,12:00 PM to 12:30 PM
university,Model-Arrive,0.033617859487852925,16,12:00 PM to 12:30 PM
work,Model-Arrive,0.005763650886597577,16,12:00 PM to 12:30 PM
work-based,Model-Arrive,0.1099129546780782,16,12:00 PM to 12:30 PM
discretionary,Model-Arrive,0.014365354690422145,17,12:30 PM to 01:00 PM
escort,Model-Arrive,0.01889278151317908,17,12:30 PM to 01:00 PM
maintenance,Model-Arrive,0.03375440630580931,17,12:30 PM to 01:00 PM
school,Model-Arrive,0.015544435085633124,17,12:30 PM to 01:00 PM
university,Model-Arrive,0.03606040709126723,17,12:30 PM to 01:00 PM
work,Model-Arrive,0.00792775795878851,17,12:30 PM to 01:00 PM
work-based,Model-Arrive,0.18985849056603774,17,12:30 PM to 01:00 PM
discretionary,Model-Arrive,0.015560980484531814,18,01:00 PM to 01:30 PM
escort,Model-Arrive,0.013520634703775628,18,01:00 PM to 01:30 PM
maintenance,Model-Arrive,0.03211187887061434,18,01:00 PM to 01:30 PM
school,Model-Arrive,0.01874514855736676,18,01:00 PM to 01:30 PM
university,Model-Arrive,0.03674326986211425,18,01:00 PM to 01:30 PM
work,Model-Arrive,0.011191441701262688,18,01:00 PM to 01:30 PM
work-based,Model-Arrive,0.18058257148414705,18,01:00 PM to 01:30 PM
discretionary,Model-Arrive,0.014936399845817808,19,01:30 PM to 02:00 PM
escort,Model-Arrive,0.014618484869185053,19,01:30 PM to 02:00 PM
maintenance,Model-Arrive,0.030911929985320104,19,01:30 PM to 02:00 PM
school,Model-Arrive,0.021371120910337084,19,01:30 PM to 02:00 PM
university,Model-Arrive,0.03724228496388707,19,01:30 PM to 02:00 PM
work,Model-Arrive,0.015307917974208867,19,01:30 PM to 02:00 PM
work-based,Model-Arrive,0.12238620890877261,19,01:30 PM to 02:00 PM
discretionary,Model-Arrive,0.015478892743443688,20,02:00 PM to 02:30 PM
escort,Model-Arrive,0.015184487621129469,20,02:00 PM to 02:30 PM
maintenance,Model-Arrive,0.02945329082085854,20,02:00 PM to 02:30 PM
school,Model-Arrive,0.025790681927034303,20,02:00 PM to 02:30 PM
university,Model-Arrive,0.039448456992777416,20,02:00 PM to 02:30 PM
work,Model-Arrive,0.019360142755133182,20,02:00 PM to 02:30 PM
work-based,Model-Arrive,0.06568517798093756,20,02:00 PM to 02:30 PM
discretionary,Model-Arrive,0.015268319842391537,21,02:30 PM to 03:00 PM
escort,Model-Arrive,0.0262410586203195,21,02:30 PM to 03:00 PM
maintenance,Model-Arrive,0.03267601068422021,21,02:30 PM to 03:00 PM
school,Model-Arrive,0.12922756775504138,21,02:30 PM to 03:00 PM
university,Model-Arrive,0.051424819435325016,21,02:30 PM to 03:00 PM
work,Model-Arrive,0.013390595041829182,21,02:30 PM to 03:00 PM
work-based,Model-Arrive,0.03896372301108734,21,02:30 PM to 03:00 PM
discretionary,Model-Arrive,0.01625694176767028,22,03:00 PM to 03:30 PM
escort,Model-Arrive,0.0520527358426122,22,03:00 PM to 03:30 PM
maintenance,Model-Arrive,0.033517533279101876,22,03:00 PM to 03:30 PM
school,Model-Arrive,0.23834910568300055,22,03:00 PM to 03:30 PM
university,Model-Arrive,0.052606697307944844,22,03:00 PM to 03:30 PM
work,Model-Arrive,0.034532256439386746,22,03:00 PM to 03:30 PM
work-based,Model-Arrive,0.030587434351293522,22,03:00 PM to 03:30 PM
discretionary,Model-Arrive,0.015125558553542622,23,03:30 PM to 04:00 PM
escort,Model-Arrive,0.03903955188195915,23,03:30 PM to 04:00 PM
maintenance,Model-Arrive,0.03514759371289119,23,03:30 PM to 04:00 PM
school,Model-Arrive,0.20232208624419892,23,03:30 PM to 04:00 PM
university,Model-Arrive,0.055022980958634275,23,03:30 PM to 04:00 PM
work,Model-Arrive,0.05674574954476358,23,03:30 PM to 04:00 PM
work-based,Model-Arrive,0.02461826492900214,23,03:30 PM to 04:00 PM
discretionary,Model-Arrive,0.01638185789541308,24,04:00 PM to 04:30 PM
escort,Model-Arrive,0.03094961599640881,24,04:00 PM to 04:30 PM
maintenance,Model-Arrive,0.03985700349387714,24,04:00 PM to 04:30 PM
school,Model-Arrive,0.09353746552379065,24,04:00 PM to 04:30 PM
university,Model-Arrive,0.05255416940249508,24,04:00 PM to 04:30 PM
work,Model-Arrive,0.07170174457403451,24,04:00 PM to 04:30 PM
work-based,Model-Arrive,0.01953656876094145,24,04:00 PM to 04:30 PM
discretionary,Model-Arrive,0.01919425528573672,25,04:30 PM to 05:00 PM
escort,Model-Arrive,0.03451640920047232,25,04:30 PM to 05:00 PM
maintenance,Model-Arrive,0.04557935713907252,25,04:30 PM to 05:00 PM
school,Model-Arrive,0.044278187913920956,25,04:30 PM to 05:00 PM
university,Model-Arrive,0.050558108995403805,25,04:30 PM to 05:00 PM
work,Model-Arrive,0.0774361902369858,25,04:30 PM to 05:00 PM
work-based,Model-Arrive,0.014625072943007198,25,04:30 PM to 05:00 PM
discretionary,Model-Arrive,0.022656216540322925,26,05:00 PM to 05:30 PM
escort,Model-Arrive,0.042401413055146234,26,05:00 PM to 05:30 PM
maintenance,Model-Arrive,0.053246563003549977,26,05:00 PM to 05:30 PM
school,Model-Arrive,0.04046639911476655,26,05:00 PM to 05:30 PM
university,Model-Arrive,0.04958634274458306,26,05:00 PM to 05:30 PM
work,Model-Arrive,0.11591407239098785,26,05:00 PM to 05:30 PM
work-based,Model-Arrive,0.01248541139856059,26,05:00 PM to 05:30 PM
discretionary,Model-Arrive,0.02732094165346125,27,05:30 PM to 06:00 PM
escort,Model-Arrive,0.04886165136182214,27,05:30 PM to 06:00 PM
maintenance,Model-Arrive,0.04450096151748341,27,05:30 PM to 06:00 PM
school,Model-Arrive,0.034388676939338385,27,05:30 PM to 06:00 PM
university,Model-Arrive,0.040472751149047935,27,05:30 PM to 06:00 PM
work,Model-Arrive,0.11416175897220977,27,05:30 PM to 06:00 PM
work-based,Model-Arrive,0.008558646177786422,27,05:30 PM to 06:00 PM
discretionary,Model-Arrive,0.033684526103901664,28,06:00 PM to 06:30 PM
escort,Model-Arrive,0.05116957637621617,28,06:00 PM to 06:30 PM
maintenance,Model-Arrive,0.03210876212026293,28,06:00 PM to 06:30 PM
school,Model-Arrive,0.022870732794926425,28,06:00 PM to 06:30 PM
university,Model-Arrive,0.04007879185817465,28,06:00 PM to 06:30 PM
work,Model-Arrive,0.1039808180091091,28,06:00 PM to 06:30 PM
work-based,Model-Arrive,0.007063314530247034,28,06:00 PM to 06:30 PM
discretionary,Model-Arrive,0.03869544734249861,29,06:30 PM to 07:00 PM
escort,Model-Arrive,0.03510192928869068,29,06:30 PM to 07:00 PM
maintenance,Model-Arrive,0.03211187887061434,29,06:30 PM to 07:00 PM
school,Model-Arrive,0.014877206890287206,29,06:30 PM to 07:00 PM
university,Model-Arrive,0.037137229152987526,29,06:30 PM to 07:00 PM
work,Model-Arrive,0.07855329004145681,29,06:30 PM to 07:00 PM
work-based,Model-Arrive,0.005738183232834079,29,06:30 PM to 07:00 PM
discretionary,Model-Arrive,0.04798206918212058,30,07:00 PM to 07:30 PM
escort,Model-Arrive,0.02913938305700038,30,07:00 PM to 07:30 PM
maintenance,Model-Arrive,0.031688000822822096,30,07:00 PM to 07:30 PM
school,Model-Arrive,0.009797023897999966,30,07:00 PM to 07:30 PM
university,Model-Arrive,0.03238345370978332,30,07:00 PM to 07:30 PM
work,Model-Arrive,0.058182646548161604,30,07:00 PM to 07:30 PM
work-based,Model-Arrive,0.004558937949815211,30,07:00 PM to 07:30 PM
discretionary,Model-Arrive,0.03724998929290334,31,07:30 PM to 08:00 PM
escort,Model-Arrive,0.025699452538717516,31,07:30 PM to 08:00 PM
maintenance,Model-Arrive,0.030528569692096233,31,07:30 PM to 08:00 PM
school,Model-Arrive,0.011128177178813854,31,07:30 PM to 08:00 PM
university,Model-Arrive,0.03125410374261326,31,07:30 PM to 08:00 PM
work,Model-Arrive,0.032934730705934064,31,07:30 PM to 08:00 PM
work-based,Model-Arrive,0.004096965570900603,31,07:30 PM to 08:00 PM
discretionary,Model-Arrive,0.04604051565377532,32,08:00 PM to 08:30 PM
escort,Model-Arrive,0.021771588613586017,32,08:00 PM to 08:30 PM
maintenance,Model-Arrive,0.02900447877025498,32,08:00 PM to 08:30 PM
school,Model-Arrive,0.007111595567226544,32,08:00 PM to 08:30 PM
university,Model-Arrive,0.0303086014445174,32,08:00 PM to 08:30 PM
work,Model-Arrive,0.026350413034875418,32,08:00 PM to 08:30 PM
work-based,Model-Arrive,0.0034283213382610388,32,08:00 PM to 08:30 PM
discretionary,Model-Arrive,0.057514954245006925,33,08:30 PM to 09:00 PM
escort,Model-Arrive,0.018902540181316055,33,08:30 PM to 09:00 PM
maintenance,Model-Arrive,0.026115251194494572,33,08:30 PM to 09:00 PM
school,Model-Arrive,0.004320467720358718,33,08:30 PM to 09:00 PM
university,Model-Arrive,0.028942875902823375,33,08:30 PM to 09:00 PM
work,Model-Arrive,0.022204731538282937,33,08:30 PM to 09:00 PM
work-based,Model-Arrive,0.0034404785061272125,33,08:30 PM to 09:00 PM
discretionary,Model-Arrive,0.06585578254600483,34,09:00 PM to 09:30 PM
escort,Model-Arrive,0.015984698408361225,34,09:00 PM to 09:30 PM
maintenance,Model-Arrive,0.02310135360467762,34,09:00 PM to 09:30 PM
school,Model-Arrive,0.002444301309683067,34,09:00 PM to 09:30 PM
university,Model-Arrive,0.025449770190413657,34,09:00 PM to 09:30 PM
work,Model-Arrive,0.019009680071377568,34,09:00 PM to 09:30 PM
work-based,Model-Arrive,0.003148706477339039,34,09:00 PM to 09:30 PM
discretionary,Model-Arrive,0.04911345239624823,35,09:30 PM to 10:00 PM
escort,Model-Arrive,0.014052482117240639,35,09:30 PM to 10:00 PM
maintenance,Model-Arrive,0.02042094830246192,35,09:30 PM to 10:00 PM
school,Model-Arrive,0.002483938628218468,35,09:30 PM to 10:00 PM
university,Model-Arrive,0.024924491135915956,35,09:30 PM to 10:00 PM
work,Model-Arrive,0.016566663113364456,35,09:30 PM to 10:00 PM
work-based,Model-Arrive,0.002698891266290605,35,09:30 PM to 10:00 PM
discretionary,Model-Arrive,0.03829928476594287,36,10:00 PM to 10:30 PM
escort,Model-Arrive,0.012964390619968187,36,10:00 PM to 10:30 PM
maintenance,Model-Arrive,0.017048624422232404,36,10:00 PM to 10:30 PM
school,Model-Arrive,0.0025070603973641184,36,10:00 PM to 10:30 PM
university,Model-Arrive,0.02447800393959291,36,10:00 PM to 10:30 PM
work,Model-Arrive,0.015011484954198908,36,10:00 PM to 10:30 PM
work-based,Model-Arrive,0.0021882902159113013,36,10:00 PM to 10:30 PM
discretionary,Model-Arrive,0.03143603580453124,37,10:30 PM to 11:00 PM
escort,Model-Arrive,0.010890673640861496,37,10:30 PM to 11:00 PM
maintenance,Model-Arrive,0.01464872665164393,37,10:30 PM to 11:00 PM
school,Model-Arrive,0.002388148441757915,37,10:30 PM to 11:00 PM
university,Model-Arrive,0.02227183191070256,37,10:30 PM to 11:00 PM
work,Model-Arrive,0.014196659214467099,37,10:30 PM to 11:00 PM
work-based,Model-Arrive,0.0019329896907216496,37,10:30 PM to 11:00 PM
discretionary,Model-Arrive,0.026739189401401915,38,11:00 PM to 11:30 PM
escort,Model-Arrive,0.009470787426931972,38,11:00 PM to 11:30 PM
maintenance,Model-Arrive,0.012975031712934825,38,11:00 PM to 11:30 PM
school,Model-Arrive,0.0023055706948091627,38,11:00 PM to 11:30 PM
university,Model-Arrive,0.023532501641497044,38,11:00 PM to 11:30 PM
work,Model-Arrive,0.013616935525088017,38,11:00 PM to 11:30 PM
work-based,Model-Arrive,0.0017384750048628672,38,11:00 PM to 11:30 PM
discretionary,Model-Arrive,0.024469284908704154,39,11:30 PM to 12:00 AM
escort,Model-Arrive,0.008748645984795996,39,11:30 PM to 12:00 AM
maintenance,Model-Arrive,0.01144782404074216,39,11:30 PM to 12:00 AM
school,Model-Arrive,0.0023617235627343145,39,11:30 PM to 12:00 AM
university,Model-Arrive,0.023690085357846356,39,11:30 PM to 12:00 AM
work,Model-Arrive,0.015186716296076716,39,11:30 PM to 12:00 AM
work-based,Model-Arrive,0.0012521882902159112,39,11:30 PM to 12:00 AM
discretionary,Model-Arrive,0.0258790526360872,40,12:00 PM to 03:00 AM
escort,Model-Arrive,0.009631805451192021,40,12:00 PM to 03:00 AM
maintenance,Model-Arrive,0.01071227095780855,40,12:00 PM to 03:00 AM
school,Model-Arrive,0.002279145815785562,40,12:00 PM to 03:00 AM
university,Model-Arrive,0.028391332895600786,40,12:00 PM to 03:00 AM
work,Model-Arrive,0.02859483447209368,40,12:00 PM to 03:00 AM
work-based,Model-Arrive,0.0012521882902159112,40,12:00 PM to 03:00 AM
all,Model-Arrive,0.0004697298556952263,1,03:00 AM to 05:00 AM
all,Model-Arrive,0.0013104365718394077,2,05:00 AM to 05:30 AM
all,Model-Arrive,0.0029359422237502522,3,05:30 AM to 06:00 AM
all,Model-Arrive,0.005375506958167396,4,06:00 AM to 06:30 AM
all,Model-Arrive,0.0078652319441382,5,06:30 AM to 07:00 AM
all,Model-Arrive,0.009599940643702329,6,07:00 AM to 07:30 AM
all,Model-Arrive,0.011032120326083436,7,07:30 AM to 08:00 AM
all,Model-Arrive,0.01330970924819188,8,08:00 AM to 08:30 AM
all,Model-Arrive,0.011825279303775709,9,08:30 AM to 09:00 AM
all,Model-Arrive,0.011882754592014278,10,09:00 AM to 09:30 AM
all,Model-Arrive,0.010282329065880265,11,09:30 AM to 10:00 AM
all,Model-Arrive,0.011088028106460954,12,10:00 AM to 10:30 AM
all,Model-Arrive,0.010975167540465215,13,10:30 AM to 11:00 AM
all,Model-Arrive,0.015486977667193001,14,11:00 AM to 11:30 AM
all,Model-Arrive,0.017316781843660946,15,11:30 AM to 12:00 PM
all,Model-Arrive,0.02100303783023472,16,12:00 PM to 12:30 PM
all,Model-Arrive,0.023957790148317594,17,12:30 PM to 01:00 PM
all,Model-Arrive,0.024571208224609245,18,01:00 PM to 01:30 PM
all,Model-Arrive,0.02379320182290714,19,01:30 PM to 02:00 PM
all,Model-Arrive,0.023444692575133264,20,02:00 PM to 02:30 PM
all,Model-Arrive,0.038454102847325776,21,02:30 PM to 03:00 PM
all,Model-Arrive,0.06599364845814702,22,03:00 PM to 03:30 PM
all,Model-Arrive,0.0667486647445537,23,03:30 PM to 04:00 PM
all,Model-Arrive,0.0547316269791093,24,04:00 PM to 04:30 PM
all,Model-Arrive,0.05049360822544525,25,04:30 PM to 05:00 PM
all,Model-Arrive,0.06618383941195465,26,05:00 PM to 05:30 PM
all,Model-Arrive,0.06415391673189241,27,05:30 PM to 06:00 PM
all,Model-Arrive,0.05771825195703356,28,06:00 PM to 06:30 PM
all,Model-Arrive,0.0462534994612998,29,06:30 PM to 07:00 PM
all,Model-Arrive,0.038665716408567787,30,07:00 PM to 07:30 PM
all,Model-Arrive,0.027665991244946092,31,07:30 PM to 08:00 PM
all,Model-Arrive,0.025237921568176665,32,08:00 PM to 08:30 PM
all,Model-Arrive,0.02417462873576311,33,08:30 PM to 09:00 PM
all,Model-Arrive,0.02305595062559239,34,09:00 PM to 09:30 PM
all,Model-Arrive,0.019050968040604722,35,09:30 PM to 10:00 PM
all,Model-Arrive,0.01620228375445303,36,10:00 PM to 10:30 PM
all,Model-Arrive,0.014207891252574632,37,10:30 PM to 11:00 PM
all,Model-Arrive,0.012883869612606107,38,11:00 PM to 11:30 PM
all,Model-Arrive,0.012771009046610368,39,11:30 PM to 12:00 AM
all,Model-Arrive,0.01782674440112317,40,12:00 PM to 03:00 AM
discretionary,Model-Depart,0.02487972361414479,1,03:00 AM to 05:00 AM
escort,Model-Depart,0.004718316044226284,1,03:00 AM to 05:00 AM
maintenance,Model-Depart,0.007093723799817359,1,03:00 AM to 05:00 AM
school,Model-Depart,0.004796115542783531,1,03:00 AM to 05:00 AM
university,Model-Depart,0.0027051871306631647,1,03:00 AM to 05:00 AM
work,Model-Depart,0.02916579659437887,1,03:00 AM to 05:00 AM
work-based,Model-Depart,0.00013372884652791285,1,03:00 AM to 05:00 AM
discretionary,Model-Depart,0.026753465530286808,2,05:00 AM to 05:30 AM
escort,Model-Depart,0.007016482390483347,2,05:00 AM to 05:30 AM
maintenance,Model-Depart,0.009122728278587613,2,05:00 AM to 05:30 AM
school,Model-Depart,0.004419561016697221,2,05:00 AM to 05:30 AM
university,Model-Depart,0.0027051871306631647,2,05:00 AM to 05:30 AM
work,Model-Depart,0.023705880033702827,2,05:00 AM to 05:30 AM
work-based,Model-Depart,0.0004011865395837386,2,05:00 AM to 05:30 AM
discretionary,Model-Depart,0.02811326680657273,3,05:30 AM to 06:00 AM
escort,Model-Depart,0.010446654240629238,3,05:30 AM to 06:00 AM
maintenance,Model-Depart,0.01260725517146802,3,05:30 AM to 06:00 AM
school,Model-Depart,0.004432773456209021,3,05:30 AM to 06:00 AM
university,Model-Depart,0.0014970453053184504,3,05:30 AM to 06:00 AM
work,Model-Depart,0.0459237539226266,3,05:30 AM to 06:00 AM
work-based,Model-Depart,0.0007415872398366076,3,05:30 AM to 06:00 AM
discretionary,Model-Depart,0.029969163561608635,4,06:00 AM to 06:30 AM
escort,Model-Depart,0.014940520917705152,4,06:00 AM to 06:30 AM
maintenance,Model-Depart,0.015845558786586753,4,06:00 AM to 06:30 AM
school,Model-Depart,0.004832449751440981,4,06:00 AM to 06:30 AM
university,Model-Depart,0.022586999343401182,4,06:00 AM to 06:30 AM
work,Model-Depart,0.07883804097200825,4,06:00 AM to 06:30 AM
work-based,Model-Depart,0.0012035596187512157,4,06:00 AM to 06:30 AM
discretionary,Model-Depart,0.03203563321769669,5,06:30 AM to 07:00 AM
escort,Model-Depart,0.028251344256535867,5,06:30 AM to 07:00 AM
maintenance,Model-Depart,0.019869283490261715,5,06:30 AM to 07:00 AM
school,Model-Depart,0.09337231002989314,5,06:30 AM to 07:00 AM
university,Model-Depart,0.029441891004596193,5,06:30 AM to 07:00 AM
work,Model-Depart,0.11299062950399308,5,06:30 AM to 07:00 AM
work-based,Model-Depart,0.00237064773390391,5,06:30 AM to 07:00 AM
discretionary,Model-Depart,0.032631661598640914,6,07:00 AM to 07:30 AM
escort,Model-Depart,0.048163906590028595,6,07:00 AM to 07:30 AM
maintenance,Model-Depart,0.024260784735403478,6,07:00 AM to 07:30 AM
school,Model-Depart,0.21690861946522652,6,07:00 AM to 07:30 AM
university,Model-Depart,0.1363887065003283,6,07:00 AM to 07:30 AM
work,Model-Depart,0.14549312289996189,6,07:00 AM to 07:30 AM
work-based,Model-Depart,0.005045224664462167,6,07:00 AM to 07:30 AM
discretionary,Model-Depart,0.028623638414207602,7,07:30 AM to 08:00 AM
escort,Model-Depart,0.06592956193338734,7,07:30 AM to 08:00 AM
maintenance,Model-Depart,0.03104595025043089,7,07:30 AM to 08:00 AM
school,Model-Depart,0.2766519678277098,7,07:30 AM to 08:00 AM
university,Model-Depart,0.1152462245567958,7,07:30 AM to 08:00 AM
work,Model-Depart,0.14418910966415452,7,07:30 AM to 08:00 AM
work-based,Model-Depart,0.012959540945341373,7,07:30 AM to 08:00 AM
discretionary,Model-Depart,0.03150384741673448,8,08:00 AM to 08:30 AM
escort,Model-Depart,0.07756677368672724,8,08:00 AM to 08:30 AM
maintenance,Model-Depart,0.04260909405417535,8,08:00 AM to 08:30 AM
school,Model-Depart,0.21260466729425753,8,08:00 AM to 08:30 AM
university,Model-Depart,0.09068942875902823,8,08:00 AM to 08:30 AM
work,Model-Depart,0.11226341943520018,8,08:00 AM to 08:30 AM
work-based,Model-Depart,0.015889418401089282,8,08:00 AM to 08:30 AM
discretionary,Model-Depart,0.03266735192085314,9,08:30 AM to 09:00 AM
escort,Model-Depart,0.05819581743483649,9,08:30 AM to 09:00 AM
maintenance,Model-Depart,0.04536118461447357,9,08:30 AM to 09:00 AM
