cat,subgroup,value,xaxis,hours
school,Model-Depart,0.12928702373284448,9,08:30 AM to 09:00 AM
university,Model-Depart,0.0909258043335522,9,08:30 AM to 09:00 AM
work,Model-Depart,0.06776780094887772,9,08:30 AM to 09:00 AM
work-based,Model-Depart,0.01698356350904493,9,08:30 AM to 09:00 AM
discretionary,Model-Depart,0.026935486173569174,10,09:00 AM to 09:30 AM
escort,Model-Depart,0.017116703912250057,10,09:00 AM to 09:30 AM
maintenance,Model-Depart,0.044201753483747705,10,09:00 AM to 09:30 AM
school,Model-Depart,0.014715354506267651,10,09:00 AM to 09:30 AM
university,Model-Depart,0.06539724228496388,10,09:00 AM to 09:30 AM
work,Model-Depart,0.034113161480062326,10,09:00 AM to 09:30 AM
work-based,Model-Depart,0.01852752382804902,10,09:00 AM to 09:30 AM
discretionary,Model-Depart,0.021938841063857125,11,09:30 AM to 10:00 AM
escort,Model-Depart,0.015067383603485796,11,09:30 AM to 10:00 AM
maintenance,Model-Depart,0.04291453558861389,11,09:30 AM to 10:00 AM
school,Model-Depart,0.006123965713719467,11,09:30 AM to 10:00 AM
university,Model-Depart,0.05255416940249508,11,09:30 AM to 10:00 AM
work,Model-Depart,0.026475995496554515,11,09:30 AM to 10:00 AM
work-based,Model-Depart,0.02015658432211632,11,09:30 AM to 10:00 AM
discretionary,Model-Depart,0.018915870772481334,12,10:00 AM to 10:30 AM
escort,Model-Depart,0.014901486245157261,12,10:00 AM to 10:30 AM
maintenance,Model-Depart,0.041053835628819965,12,10:00 AM to 10:30 AM
school,Model-Depart,0.004327073940114618,12,10:00 AM to 10:30 AM
university,Model-Depart,0.04239001969796454,12,10:00 AM to 10:30 AM
work,Model-Depart,0.022207652060647568,12,10:00 AM to 10:30 AM
work-based,Model-Depart,0.02308646177786423,12,10:00 AM to 10:30 AM
discretionary,Model-Depart,0.01101760246691507,13,10:30 AM to 11:00 AM
escort,Model-Depart,0.017170376587003405,13,10:30 AM to 11:00 AM
maintenance,Model-Depart,0.035770943783173914,13,10:30 AM to 11:00 AM
school,Model-Depart,0.003630117755867149,13,10:30 AM to 11:00 AM
university,Model-Depart,0.03808273145108339,13,10:30 AM to 11:00 AM
work,Model-Depart,0.019238941077001033,13,10:30 AM to 11:00 AM
work-based,Model-Depart,0.030660377358490566,13,10:30 AM to 11:00 AM
discretionary,Model-Depart,0.01153511213899239,14,11:00 AM to 11:30 AM
escort,Model-Depart,0.03297453963483064,14,11:00 AM to 11:30 AM
maintenance,Model-Depart,0.032588741674380625,14,11:00 AM to 11:30 AM
school,Model-Depart,0.0036136022064773986,14,11:00 AM to 11:30 AM
university,Model-Depart,0.033775443204202234,14,11:00 AM to 11:30 AM
work,Model-Depart,0.01634908419719951,14,11:00 AM to 11:30 AM
work-based,Model-Depart,0.07107080334565259,14,11:00 AM to 11:30 AM
discretionary,Model-Depart,0.012166830842148844,15,11:30 AM to 12:00 PM
escort,Model-Depart,0.03510192928869068,15,11:30 AM to 12:00 PM
maintenance,Model-Depart,0.026395758726121796,15,11:30 AM to 12:00 PM
school,Model-Depart,0.0036169053163553487,15,11:30 AM to 12:00 PM
university,Model-Depart,0.030544977019041367,15,11:30 AM to 12:00 PM
work,Model-Depart,0.01525680883282784,15,11:30 AM to 12:00 PM
work-based,Model-Depart,0.18362186345069054,15,11:30 AM to 12:00 PM
discretionary,Model-Depart,0.012405956000970777,16,12:00 PM to 12:30 PM
escort,Model-Depart,0.013715808066515083,16,12:00 PM to 12:30 PM
maintenance,Model-Depart,0.026894438782347974,16,12:00 PM to 12:30 PM
school,Model-Depart,0.0021899618490809096,16,12:00 PM to 12:30 PM
university,Model-Depart,0.02500328299409061,16,12:00 PM to 12:30 PM
work,Model-Depart,0.013854958097805374,16,12:00 PM to 12:30 PM
work-based,Model-Depart,0.23661495817934253,16,12:00 PM to 12:30 PM
discretionary,Model-Depart,0.012648650192013933,17,12:30 PM to 01:00 PM
escort,Model-Depart,0.012954631951831214,17,12:30 PM to 01:00 PM
maintenance,Model-Depart,0.026124601445548814,17,12:30 PM to 01:00 PM
school,Model-Depart,0.0014863994450775406,17,12:30 PM to 01:00 PM
university,Model-Depart,0.02030203545633618,17,12:30 PM to 01:00 PM
work,Model-Depart,0.0127042722861411,17,12:30 PM to 01:00 PM
work-based,Model-Depart,0.10377358490566038,17,12:30 PM to 01:00 PM
discretionary,Model-Depart,0.012687909546447385,18,01:00 PM to 01:30 PM
escort,Model-Depart,0.011120002342080352,18,01:00 PM to 01:30 PM
maintenance,Model-Depart,0.026645098754234885,18,01:00 PM to 01:30 PM
school,Model-Depart,0.0008753241176567739,18,01:00 PM to 01:30 PM
university,Model-Depart,0.018516086671043992,18,01:00 PM to 01:30 PM
work,Model-Depart,0.011604695615857853,18,01:00 PM to 01:30 PM
work-based,Model-Depart,0.07284574985411399,18,01:00 PM to 01:30 PM
discretionary,Model-Depart,0.013501648892886206,19,01:30 PM to 02:00 PM
escort,Model-Depart,0.019312404243068907,19,01:30 PM to 02:00 PM
maintenance,Model-Depart,0.026536012491935407,19,01:30 PM to 02:00 PM
school,Model-Depart,0.0012023319955738329,19,01:30 PM to 02:00 PM
university,Model-Depart,0.01591595535128037,19,01:30 PM to 02:00 PM
work,Model-Depart,0.010478834244292934,19,01:30 PM to 02:00 PM
work-based,Model-Depart,0.046051351877066715,19,01:30 PM to 02:00 PM
discretionary,Model-Depart,0.013430268248461746,20,02:00 PM to 02:30 PM
escort,Model-Depart,0.032691538258858434,20,02:00 PM to 02:30 PM
maintenance,Model-Depart,0.026221220706442634,20,02:00 PM to 02:30 PM
school,Model-Depart,0.0010768138202117293,20,02:00 PM to 02:30 PM
university,Model-Depart,0.014287590282337491,20,02:00 PM to 02:30 PM
work,Model-Depart,0.009590995445445373,20,02:00 PM to 02:30 PM
work-based,Model-Depart,0.031122349737405176,20,02:00 PM to 02:30 PM
discretionary,Model-Depart,0.01394063985609662,21,02:30 PM to 03:00 PM
escort,Model-Depart,0.041664633610804795,21,02:30 PM to 03:00 PM
maintenance,Model-Depart,0.02607161668957478,21,02:30 PM to 03:00 PM
school,Model-Depart,0.001324547061057986,21,02:30 PM to 03:00 PM
university,Model-Depart,0.011871306631648064,21,02:30 PM to 03:00 PM
work,Model-Depart,0.008400882581858591,21,02:30 PM to 03:00 PM
work-based,Model-Depart,0.022539389223886402,21,02:30 PM to 03:00 PM
discretionary,Model-Depart,0.016396134024297973,22,03:00 PM to 03:30 PM
escort,Model-Depart,0.04019595405619041,22,03:00 PM to 03:30 PM
maintenance,Model-Depart,0.028387362200675087,22,03:00 PM to 03:30 PM
school,Model-Depart,0.001502914994467291,22,03:00 PM to 03:30 PM
university,Model-Depart,0.012580433355219961,22,03:00 PM to 03:30 PM
work,Model-Depart,0.007053061510581783,22,03:00 PM to 03:30 PM
work-based,Model-Depart,0.017287492705699282,22,03:00 PM to 03:30 PM
discretionary,Model-Depart,0.022320727511527975,23,03:30 PM to 04:00 PM
escort,Model-Depart,0.03402847579362368,23,03:30 PM to 04:00 PM
maintenance,Model-Depart,0.03451801014190564,23,03:30 PM to 04:00 PM
school,Model-Depart,0.0012617879733769343,23,03:30 PM to 04:00 PM
university,Model-Depart,0.011556139198949442,23,03:30 PM to 04:00 PM
work,Model-Depart,0.006552191925047714,23,03:30 PM to 04:00 PM
work-based,Model-Depart,0.013178369966932503,23,03:30 PM to 04:00 PM
discretionary,Model-Depart,0.027781346809999,24,04:00 PM to 04:30 PM
escort,Model-Depart,0.03280376294243362,24,04:00 PM to 04:30 PM
maintenance,Model-Depart,0.039015480898995474,24,04:00 PM to 04:30 PM
school,Model-Depart,0.0011065418091132802,24,04:00 PM to 04:30 PM
university,Model-Depart,0.010741956664478004,24,04:00 PM to 04:30 PM
work,Model-Depart,0.0057081609616696045,24,04:00 PM to 04:30 PM
work-based,Model-Depart,0.010977922583155029,24,04:00 PM to 04:30 PM
discretionary,Model-Depart,0.029116164860736364,25,04:30 PM to 05:00 PM
escort,Model-Depart,0.032525640900529895,25,04:30 PM to 05:00 PM
maintenance,Model-Depart,0.03877237437158521,25,04:30 PM to 05:00 PM
school,Model-Depart,0.0008984458868024245,25,04:30 PM to 05:00 PM
university,Model-Depart,0.010479317137229154,25,04:30 PM to 05:00 PM
work,Model-Depart,0.0050860896980033845,25,04:30 PM to 05:00 PM
work-based,Model-Depart,0.007768430266485119,25,04:30 PM to 05:00 PM
discretionary,Model-Depart,0.0443844847031279,26,05:00 PM to 05:30 PM
escort,Model-Depart,0.04953987879734174,26,05:00 PM to 05:30 PM
maintenance,Model-Depart,0.03729503470501516,26,05:00 PM to 05:30 PM
school,Model-Depart,0.0007398966126608202,26,05:00 PM to 05:30 PM
university,Model-Depart,0.010347997373604728,26,05:00 PM to 05:30 PM
work,Model-Depart,0.0038930563120519734,26,05:00 PM to 05:30 PM
work-based,Model-Depart,0.004729138299941645,26,05:00 PM to 05:30 PM
discretionary,Model-Depart,0.05624437877425158,27,05:30 PM to 06:00 PM
escort,Model-Depart,0.04703678042020825,27,05:30 PM to 06:00 PM
maintenance,Model-Depart,0.03684933940476302,27,05:30 PM to 06:00 PM
school,Model-Depart,0.0006408033163223174,27,05:30 PM to 06:00 PM
university,Model-Depart,0.010269205515430072,27,05:30 PM to 06:00 PM
work,Model-Depart,0.002891317140983836,27,05:30 PM to 06:00 PM
work-based,Model-Depart,0.004340108928224081,27,05:30 PM to 06:00 PM
discretionary,Model-Depart,0.06211900581038446,28,06:00 PM to 06:30 PM
escort,Model-Depart,0.028217188918056465,28,06:00 PM to 06:30 PM
maintenance,Model-Depart,0.03784669951721537,28,06:00 PM to 06:30 PM
school,Model-Depart,0.0004360105038894119,28,06:00 PM to 06:30 PM
university,Model-Depart,0.010137885751805647,28,06:00 PM to 06:30 PM
work,Model-Depart,0.0022385803924890005,28,06:00 PM to 06:30 PM
work-based,Model-Depart,0.00402402256370356,28,06:00 PM to 06:30 PM
discretionary,Model-Depart,0.09729895641497852,29,06:30 PM to 07:00 PM
escort,Model-Depart,0.02578728055195027,29,06:30 PM to 07:00 PM
maintenance,Model-Depart,0.042097946996543525,29,06:30 PM to 07:00 PM
school,Model-Depart,0.0003435234273068094,29,06:30 PM to 07:00 PM
university,Model-Depart,0.009533814839133289,29,06:30 PM to 07:00 PM
work,Model-Depart,0.0015931449499057401,29,06:30 PM to 07:00 PM
work-based,Model-Depart,0.0032581209881346043,29,06:30 PM to 07:00 PM
discretionary,Model-Depart,0.06214755806815424,30,07:00 PM to 07:30 PM
escort,Model-Depart,0.02305973280766641,30,07:00 PM to 07:30 PM
maintenance,Model-Depart,0.03473929941685601,30,07:00 PM to 07:30 PM
school,Model-Depart,0.000330310987795009,30,07:00 PM to 07:30 PM
university,Model-Depart,0.010269205515430072,30,07:00 PM to 07:30 PM
work,Model-Depart,0.0012236988707800278,30,07:00 PM to 07:30 PM
work-based,Model-Depart,0.0030149776308111263,30,07:00 PM to 07:30 PM
discretionary,Model-Depart,0.037014433166302624,31,07:30 PM to 08:00 PM
escort,Model-Depart,0.019556370946493224,31,07:30 PM to 08:00 PM
maintenance,Model-Depart,0.022085292990116783,31,07:30 PM to 08:00 PM
school,Model-Depart,0.00027746122974780754,31,07:30 PM to 08:00 PM
university,Model-Depart,0.00937623112278398,31,07:30 PM to 08:00 PM
work,Model-Depart,0.0008221270456433838,31,07:30 PM to 08:00 PM
work-based,Model-Depart,0.0029663489593464306,31,07:30 PM to 08:00 PM
discretionary,Model-Depart,0.02840592744871301,32,08:00 PM to 08:30 PM
escort,Model-Depart,0.0167800298615245,32,08:00 PM to 08:30 PM
maintenance,Model-Depart,0.01713277668172057,32,08:00 PM to 08:30 PM
school,Model-Depart,0.00018827726304315514,32,08:00 PM to 08:30 PM
university,Model-Depart,0.008614576493762311,32,08:00 PM to 08:30 PM
work,Model-Depart,0.0006600380544064112,32,08:00 PM to 08:30 PM
work-based,Model-Depart,0.0028934059521493875,32,08:00 PM to 08:30 PM
discretionary,Model-Depart,0.02099661655745428,33,08:30 PM to 09:00 PM
escort,Model-Depart,0.014667278209869917,33,08:30 PM to 09:00 PM
maintenance,Model-Depart,0.012604138421116608,33,08:30 PM to 09:00 PM
school,Model-Depart,0.00016185238401955442,33,08:30 PM to 09:00 PM
university,Model-Depart,0.006592252133946159,33,08:30 PM to 09:00 PM
work,Model-Depart,0.0005490582045504659,33,08:30 PM to 09:00 PM
work-based,Model-Depart,0.0021396615444466056,33,08:30 PM to 09:00 PM
discretionary,Model-Depart,0.01444387339928905,34,09:00 PM to 09:30 PM
escort,Model-Depart,0.012818010597913597,34,09:00 PM to 09:30 PM
maintenance,Model-Depart,0.009384535308106356,34,09:00 PM to 09:30 PM
school,Model-Depart,0.00010900262597235297,34,09:00 PM to 09:30 PM
university,Model-Depart,0.005804333552199606,34,09:00 PM to 09:30 PM
work,Model-Depart,0.00035046268375561653,34,09:00 PM to 09:30 PM
work-based,Model-Depart,0.0019451468585878235,34,09:00 PM to 09:30 PM
discretionary,Model-Depart,0.009268776678515854,35,09:30 PM to 10:00 PM
escort,Model-Depart,0.010934587647477872,35,09:30 PM to 10:00 PM
maintenance,Model-Depart,0.007040739043843327,35,09:30 PM to 10:00 PM
school,Model-Depart,0.00017506482353135477,35,09:30 PM to 10:00 PM
university,Model-Depart,0.0047537754432042025,35,09:30 PM to 10:00 PM
work,Model-Depart,0.0002584662292697672,35,09:30 PM to 10:00 PM
work-based,Model-Depart,0.0016047461583349543,35,09:30 PM to 10:00 PM
discretionary,Model-Depart,0.008494296686510486,36,10:00 PM to 10:30 PM
escort,Model-Depart,0.00942199408624711,36,10:00 PM to 10:30 PM
maintenance,Model-Depart,0.005257957842834747,36,10:00 PM to 10:30 PM
school,Model-Depart,7.597152719285207e-05,36,10:00 PM to 10:30 PM
university,Model-Depart,0.002810242941562705,36,10:00 PM to 10:30 PM
work,Model-Depart,0.0001883736925186439,36,10:00 PM to 10:30 PM
work-based,Model-Depart,0.0014345458082085198,36,10:00 PM to 10:30 PM
discretionary,Model-Depart,0.006741901865890045,37,10:30 PM to 11:00 PM
escort,Model-Depart,0.00823631590760493,37,10:30 PM to 11:00 PM
maintenance,Model-Depart,0.0035593289013143336,37,10:30 PM to 11:00 PM
school,Model-Depart,0.00012551817536210342,37,10:30 PM to 11:00 PM
university,Model-Depart,0.0017859487852921864,37,10:30 PM to 11:00 PM
work,Model-Depart,0.00012412220049678085,37,10:30 PM to 11:00 PM
work-based,Model-Depart,0.0010941451079556506,37,10:30 PM to 11:00 PM
discretionary,Model-Depart,0.00421859608548546,38,11:00 PM to 11:30 PM
escort,Model-Depart,0.006733481014511139,38,11:00 PM to 11:30 PM
maintenance,Model-Depart,0.0022066592488008303,38,11:00 PM to 11:30 PM
school,Model-Depart,4.624353829130126e-05,38,11:00 PM to 11:30 PM
university,Model-Depart,0.0009192383453709783,38,11:00 PM to 11:30 PM
work,Model-Depart,8.90759321212192e-05,38,11:00 PM to 11:30 PM
work-based,Model-Depart,0.0007902159113013032,38,11:00 PM to 11:30 PM
discretionary,Model-Depart,0.002241352234927977,39,11:30 PM to 12:00 AM
escort,Model-Depart,0.005411181481951344,39,11:30 PM to 12:00 AM
maintenance,Model-Depart,0.001268517393025336,39,11:30 PM to 12:00 AM
school,Model-Depart,5.615286792515153e-05,39,11:30 PM to 12:00 AM
university,Model-Depart,0.0007353906762967826,39,11:30 PM to 12:00 AM
work,Model-Depart,6.13309696572329e-05,39,11:30 PM to 12:00 AM
work-based,Model-Depart,0.0003282435323866952,39,11:30 PM to 12:00 AM
discretionary,Model-Depart,0.002062900623866832,40,12:00 PM to 03:00 AM
escort,Model-Depart,0.003225239819269466,40,12:00 PM to 03:00 AM
maintenance,Model-Depart,0.0007043855794194741,40,12:00 PM to 03:00 AM
school,Model-Depart,3.633420865745099e-05,40,12:00 PM to 03:00 AM
university,Model-Depart,0.0018647406434668418,40,12:00 PM to 03:00 AM
work,Model-Depart,4.3807835469452066e-05,40,12:00 PM to 03:00 AM
work-based,Model-Depart,0.00042550087531608637,40,12:00 PM to 03:00 AM
all,Model-Depart,0.016591025703993907,1,03:00 AM to 05:00 AM
all,Model-Depart,0.015449879981148105,2,05:00 AM to 05:30 AM
all,Model-Depart,0.024542993083110313,3,05:30 AM to 06:00 AM
all,Model-Depart,0.03811865616506067,4,06:00 AM to 06:30 AM
all,Model-Depart,0.06693363067215782,5,06:30 AM to 07:00 AM
all,Model-Depart,0.10330347056690489,6,07:00 AM to 07:30 AM
all,Model-Depart,0.11466006502022608,7,07:30 AM to 08:00 AM
all,Model-Depart,0.09634896069003786,8,08:00 AM to 08:30 AM
all,Model-Depart,0.0658572752742355,9,08:30 AM to 09:00 AM
all,Model-Depart,0.029817657035550033,10,09:00 AM to 09:30 AM
all,Model-Depart,0.024373702234116706,11,09:30 AM to 10:00 AM
all,Model-Depart,0.02171364139391159,12,10:00 AM to 10:30 AM
all,Model-Depart,0.01898199769471844,13,10:30 AM to 11:00 AM
all,Model-Depart,0.02083113446813936,14,11:00 AM to 11:30 AM
all,Model-Depart,0.024495967847278755,15,11:30 AM to 12:00 PM
all,Model-Depart,0.023764464178787855,16,12:00 PM to 12:30 PM
all,Model-Depart,0.01726348657638518,17,12:30 PM to 01:00 PM
all,Model-Depart,0.015305146755310977,18,01:00 PM to 01:30 PM
all,Model-Depart,0.01472882636506422,19,01:30 PM to 02:00 PM
all,Model-Depart,0.01508674066000441,20,02:00 PM to 02:30 PM
all,Model-Depart,0.015293651697663264,21,02:30 PM to 03:00 PM
all,Model-Depart,0.015218411320332772,22,03:00 PM to 03:30 PM
all,Model-Depart,0.01603874043428328,23,03:30 PM to 04:00 PM
all,Model-Depart,0.017023657873644238,24,04:00 PM to 04:30 PM
all,Model-Depart,0.0167498665005805,25,04:30 PM to 05:00 PM
all,Model-Depart,0.019974230170764308,26,05:00 PM to 05:30 PM
all,Model-Depart,0.020975345191356135,27,05:30 PM to 06:00 PM
all,Model-Depart,0.019705141321283728,28,06:00 PM to 06:30 PM
all,Model-Depart,0.025017425462388693,29,06:30 PM to 07:00 PM
all,Model-Depart,0.01821548635066405,30,07:00 PM to 07:30 PM
all,Model-Depart,0.01186760201602411,31,07:30 PM to 08:00 PM
all,Model-Depart,0.00938937208770102,32,08:00 PM to 08:30 PM
all,Model-Depart,0.007202698621533587,33,08:30 PM to 09:00 PM
all,Model-Depart,0.005402154591805278,34,09:00 PM to 09:30 PM
all,Model-Depart,0.003991920019478898,35,09:30 PM to 10:00 PM
all,Model-Depart,0.003330954204735337,36,10:00 PM to 10:30 PM
all,Model-Depart,0.002612513101753205,37,10:30 PM to 11:00 PM
all,Model-Depart,0.0018000215271079584,38,11:00 PM to 11:30 PM
all,Model-Depart,0.0011798109167517475,39,11:30 PM to 12:00 AM
all,Model-Depart,0.0008422742240052334,40,12:00 PM to 03:00 AM
work,Survey-Arrive,0.00011240345040445367,1,03:00 AM to 05:00 AM
work,Survey-Arrive,0.0,2,05:00 AM to 05:30 AM
work,Survey-Arrive,3.918441540357798e-05,3,05:30 AM to 06:00 AM
work,Survey-Arrive,0.00012102124609243142,4,06:00 AM to 06:30 AM
work,Survey-Arrive,0.00016960924000055202,5,06:30 AM to 07:00 AM
work,Survey-Arrive,0.0003628362426858952,6,07:00 AM to 07:30 AM
work,Survey-Arrive,0.00013109329770605267,7,07:30 AM to 08:00 AM
work,Survey-Arrive,0.0004057245769456165,8,08:00 AM to 08:30 AM
work,Survey-Arrive,0.0013077696176258646,9,08:30 AM to 09:00 AM
work,Survey-Arrive,0.0014273326920768846,10,09:00 AM to 09:30 AM
work,Survey-Arrive,0.001621747713029181,11,09:30 AM to 10:00 AM
work,Survey-Arrive,0.0020612304534731525,12,10:00 AM to 10:30 AM
work,Survey-Arrive,0.0025725557856659986,13,10:30 AM to 11:00 AM
work,Survey-Arrive,0.005131641611548797,14,11:00 AM to 11:30 AM
work,Survey-Arrive,0.006664694604433321,15,11:30 AM to 12:00 PM
work,Survey-Arrive,0.01144781838901155,16,12:00 PM to 12:30 PM
work,Survey-Arrive,0.010606694592052497,17,12:30 PM to 01:00 PM
work,Survey-Arrive,0.012552023686687749,18,01:00 PM to 01:30 PM
work,Survey-Arrive,0.011173054039863503,19,01:30 PM to 02:00 PM
work,Survey-Arrive,0.013971098954996698,20,02:00 PM to 02:30 PM
work,Survey-Arrive,0.025258542599611696,21,02:30 PM to 03:00 PM
work,Survey-Arrive,0.03538302271014026,22,03:00 PM to 03:30 PM
work,Survey-Arrive,0.05555402468110511,23,03:30 PM to 04:00 PM
work,Survey-Arrive,0.06758953564834383,24,04:00 PM to 04:30 PM
work,Survey-Arrive,0.0748728961239299,25,04:30 PM to 05:00 PM
work,Survey-Arrive,0.11081505150724788,26,05:00 PM to 05:30 PM
work,Survey-Arrive,0.1083994190410777,27,05:30 PM to 06:00 PM
work,Survey-Arrive,0.10138904466429988,28,06:00 PM to 06:30 PM
work,Survey-Arrive,0.08042504036858338,29,06:30 PM to 07:00 PM
work,Survey-Arrive,0.054973499920696216,30,07:00 PM to 07:30 PM
work,Survey-Arrive,0.03100114899122647,31,07:30 PM to 08:00 PM
work,Survey-Arrive,0.02846471006587959,32,08:00 PM to 08:30 PM
work,Survey-Arrive,0.022664987073029424,33,08:30 PM to 09:00 PM
work,Survey-Arrive,0.02098093703832618,34,09:00 PM to 09:30 PM
work,Survey-Arrive,0.016247006198648148,35,09:30 PM to 10:00 PM
work,Survey-Arrive,0.017682181710009546,36,10:00 PM to 10:30 PM
work,Survey-Arrive,0.016096734833950195,37,10:30 PM to 11:00 PM
work,Survey-Arrive,0.012956289663077172,38,11:00 PM to 11:30 PM
work,Survey-Arrive,0.010410770709582835,39,11:30 PM to 12:00 AM
work,Survey-Arrive,0.02695562184153084,40,12:00 PM to 03:00 AM
university,Survey-Arrive,0.0,1,03:00 AM to 05:00 AM
university,Survey-Arrive,0.0,2,05:00 AM to 05:30 AM
university,Survey-Arrive,0.0,3,05:30 AM to 06:00 AM
university,Survey-Arrive,0.0,4,06:00 AM to 06:30 AM
university,Survey-Arrive,0.0,5,06:30 AM to 07:00 AM
university,Survey-Arrive,0.0,6,07:00 AM to 07:30 AM
university,Survey-Arrive,0.0,7,07:30 AM to 08:00 AM
university,Survey-Arrive,0.0,8,08:00 AM to 08:30 AM
university,Survey-Arrive,0.0,9,08:30 AM to 09:00 AM
university,Survey-Arrive,0.0,10,09:00 AM to 09:30 AM
university,Survey-Arrive,0.00856373140479071,11,09:30 AM to 10:00 AM
university,Survey-Arrive,0.008433036799846647,12,10:00 AM to 10:30 AM
university,Survey-Arrive,0.01779777352342035,13,10:30 AM to 11:00 AM
university,Survey-Arrive,0.029485560457102815,14,11:00 AM to 11:30 AM
university,Survey-Arrive,0.021166364619359238,15,11:30 AM to 12:00 PM
university,Survey-Arrive,0.0260072704598003,16,12:00 PM to 12:30 PM
university,Survey-Arrive,0.04324241594990764,17,12:30 PM to 01:00 PM
university,Survey-Arrive,0.028714925471892437,18,01:00 PM to 01:30 PM
university,Survey-Arrive,0.01115050399891834,19,01:30 PM to 02:00 PM
university,Survey-Arrive,0.04583753693068101,20,02:00 PM to 02:30 PM
university,Survey-Arrive,0.06351702252049983,21,02:30 PM to 03:00 PM
university,Survey-Arrive,0.03513080386095577,22,03:00 PM to 03:30 PM
university,Survey-Arrive,0.09988557832077602,23,03:30 PM to 04:00 PM
university,Survey-Arrive,0.04902127418345385,24,04:00 PM to 04:30 PM
university,Survey-Arrive,0.07722266696018827,25,04:30 PM to 05:00 PM
university,Survey-Arrive,0.048415622328197655,26,05:00 PM to 05:30 PM
university,Survey-Arrive,0.03614216229353975,27,05:30 PM to 06:00 PM
university,Survey-Arrive,0.07371031224400887,28,06:00 PM to 06:30 PM
university,Survey-Arrive,0.03924106672103958,29,06:30 PM to 07:00 PM
university,Survey-Arrive,0.027086660411030583,30,07:00 PM to 07:30 PM
university,Survey-Arrive,0.015666181470569356,31,07:30 PM to 08:00 PM
university,Survey-Arrive,0.01904524829008491,32,08:00 PM to 08:30 PM
university,Survey-Arrive,0.019797775897039557,33,08:30 PM to 09:00 PM
university,Survey-Arrive,0.039678193581495096,34,09:00 PM to 09:30 PM
university,Survey-Arrive,0.035272717818701844,35,09:30 PM to 10:00 PM
university,Survey-Arrive,0.046423526577904814,36,10:00 PM to 10:30 PM
university,Survey-Arrive,0.0171908152045379,37,10:30 PM to 11:00 PM
university,Survey-Arrive,0.011733619778961887,38,11:00 PM to 11:30 PM
university,Survey-Arrive,0.0021860682944732216,39,11:30 PM to 12:00 AM
university,Survey-Arrive,0.0032335636268218124,40,12:00 PM to 03:00 AM
school,Survey-Arrive,0.0,1,03:00 AM to 05:00 AM
school,Survey-Arrive,0.0,2,05:00 AM to 05:30 AM
school,Survey-Arrive,0.0,3,05:30 AM to 06:00 AM
school,Survey-Arrive,0.0,4,06:00 AM to 06:30 AM
school,Survey-Arrive,0.0,5,06:30 AM to 07:00 AM
school,Survey-Arrive,0.0,6,07:00 AM to 07:30 AM
school,Survey-Arrive,0.0,7,07:30 AM to 08:00 AM
school,Survey-Arrive,0.00018198136795562637,8,08:00 AM to 08:30 AM
school,Survey-Arrive,0.0,9,08:30 AM to 09:00 AM
school,Survey-Arrive,0.00026855675063931105,10,09:00 AM to 09:30 AM
school,Survey-Arrive,0.00012452428642317263,11,09:30 AM to 10:00 AM
school,Survey-Arrive,0.0013025139704975312,12,10:00 AM to 10:30 AM
school,Survey-Arrive,0.0014926676392441553,13,10:30 AM to 11:00 AM
school,Survey-Arrive,0.014745304636351736,14,11:00 AM to 11:30 AM
school,Survey-Arrive,0.016524148299908423,15,11:30 AM to 12:00 PM
school,Survey-Arrive,0.021967077613933923,16,12:00 PM to 12:30 PM
school,Survey-Arrive,0.007689066697810391,17,12:30 PM to 01:00 PM
school,Survey-Arrive,0.008841545018108259,18,01:00 PM to 01:30 PM
school,Survey-Arrive,0.011301378708795244,19,01:30 PM to 02:00 PM
school,Survey-Arrive,0.03417569750578156,20,02:00 PM to 02:30 PM
school,Survey-Arrive,0.12815744064806095,21,02:30 PM to 03:00 PM
school,Survey-Arrive,0.22617145946717346,22,03:00 PM to 03:30 PM
school,Survey-Arrive,0.20089370475478435,23,03:30 PM to 04:00 PM
school,Survey-Arrive,0.0918723290479556,24,04:00 PM to 04:30 PM
school,Survey-Arrive,0.046857262318142606,25,04:30 PM to 05:00 PM
school,Survey-Arrive,0.04362137909829887,26,05:00 PM to 05:30 PM
school,Survey-Arrive,0.04960823602175092,27,05:30 PM to 06:00 PM
school,Survey-Arrive,0.03233011325153694,28,06:00 PM to 06:30 PM
school,Survey-Arrive,0.018668114592606283,29,06:30 PM to 07:00 PM
school,Survey-Arrive,0.009826752488591646,30,07:00 PM to 07:30 PM
school,Survey-Arrive,0.006045725739208537,31,07:30 PM to 08:00 PM
school,Survey-Arrive,0.006750533995242815,32,08:00 PM to 08:30 PM
school,Survey-Arrive,0.006228385985785149,33,08:30 PM to 09:00 PM
school,Survey-Arrive,0.00502080982111585,34,09:00 PM to 09:30 PM
school,Survey-Arrive,0.00281766575651641,35,09:30 PM to 10:00 PM
school,Survey-Arrive,0.004002299673307403,36,10:00 PM to 10:30 PM
school,Survey-Arrive,0.0017292103667815853,37,10:30 PM to 11:00 PM
school,Survey-Arrive,0.00024482920908779196,38,11:00 PM to 11:30 PM
school,Survey-Arrive,0.0004005898694723145,39,11:30 PM to 12:00 AM
school,Survey-Arrive,0.00013869539913125383,40,12:00 PM to 03:00 AM
escort,Survey-Arrive,0.0013971819278380364,1,03:00 AM to 05:00 AM
escort,Survey-Arrive,0.00012017654174029892,2,05:00 AM to 05:30 AM
escort,Survey-Arrive,0.0008154902788756453,3,05:30 AM to 06:00 AM
