res_gs,work_gs,Residence,Workplace,FREQUENCY,SUM_Walked,SUM_Bicycle,SUM_Car_truck_or_van_Drove_alone,SUM_Car_truck_or_van_In_a_2_person_carpool,SUM_Car_truck_or_van_In_a_3_person_carpool,SUM_Car_truck_or_van_In_a_4_person_carpool,SUM_Car_truck_or_van_In_a_5_or_6_person_carpool,SUM_Car_truck_or_van_In_a_7_or_more_person_carpool,SUM_Motorcycle,SUM_Taxicab,SUM_Bus_or_trolley_bus,SUM_Subway_or_elevated,SUM_Railroad,SUM_Streetcar_or_trolley_car,SUM_Ferryboat,SUM_Other_method,SUM_Worked_at_home,,SUM_Total_means_of_transportation
gs09,gs01,Northwest Indiana,Central,417,15,15,3835,496,88,64,99,39,0,0,183,883,2551,80,0,80,0,,8432
gs09,gs02,Northwest Indiana,Inner North,57,0,0,517,99,0,4,0,0,0,0,20,0,68,0,0,0,0,,699
gs09,gs03,Northwest Indiana,Inner Northwest,63,0,0,804,34,10,0,0,0,10,0,59,0,10,0,0,24,0,,946
gs09,gs04,Northwest Indiana,Inner South,541,19,0,8409,795,102,40,20,10,0,0,115,35,117,0,0,58,0,,9732
gs09,gs05,Northwest Indiana,Inner Southwest,133,0,0,1721,94,15,0,0,0,0,0,10,0,10,14,0,10,0,,1874
gs09,gs06,Northwest Indiana,Inner West,38,0,0,413,84,0,0,0,0,0,0,25,0,0,0,0,40,0,,562
gs09,gs07,Northwest Indiana,Inner Upper West,19,25,0,165,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,200
gs09,gs08,Northwest Indiana,Inner Lower West,64,10,0,818,29,4,0,0,24,0,0,0,0,0,0,0,0,0,,885
gs09,gs09,Northwest Indiana,Northwest Indiana,3201,1989,301,75244,6330,875,300,91,96,64,54,502,59,80,34,0,1011,3726,,90782
gs09,gs10,Northwest Indiana,Middle North,12,0,0,87,20,0,0,0,0,0,0,0,0,4,0,0,0,0,,111
gs09,gs11,Northwest Indiana,Middle Northwest,29,0,0,387,18,0,0,0,0,0,0,10,0,0,0,0,0,0,,415
gs09,gs12,Northwest Indiana,Middle/Outer South,403,0,0,6368,517,34,0,0,4,30,0,10,0,0,0,0,10,0,,6974
gs09,gs13,Northwest Indiana,Middle Southwest,126,10,0,1646,199,10,45,0,0,0,0,0,10,0,0,0,0,0,,1920
gs09,gs14,Northwest Indiana,Middle West,26,0,0,365,10,0,0,0,0,0,0,0,0,0,0,0,10,0,,385
gs09,gs15,Northwest Indiana,Middle Upper West,40,0,0,413,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,417
gs09,gs16,Northwest Indiana,Middle Lower West,67,0,0,777,59,0,0,10,0,0,0,0,0,0,0,0,14,0,,860
gs09,gs17,Northwest Indiana,Outer North,8,0,0,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,66
gs09,gs18,Northwest Indiana,Outer Northwest,10,0,0,97,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,101
gs09,gs19,Northwest Indiana,Outer Southwest,92,0,0,1201,124,24,0,10,0,0,0,20,0,0,0,0,45,0,,1426
gs09,gs20,Northwest Indiana,Outer West,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15
gs09,gs21,Northwest Indiana,Outer Upper West,2,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,55
gs09,gs22,Northwest Indiana,Outer Lower West,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10
gs09,gs23,Northwest Indiana,External Illinois,20,0,0,349,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,353
gs09,gs24,Northwest Indiana,External Indiana,712,139,24,15178,1392,137,20,80,35,30,20,33,0,0,0,0,108,0,,17208
gs10,gs01,Middle North,Central,435,33,24,4624,590,50,0,0,39,0,0,72,757,7050,10,0,64,0,,13391
gs10,gs02,Middle North,Inner North,399,99,106,5311,374,14,0,10,0,0,0,208,73,87,0,0,0,0,,6312
gs10,gs03,Middle North,Inner Northwest,217,10,0,2839,91,10,14,20,0,0,0,39,4,50,0,0,0,0,,3088
gs10,gs04,Middle North,Inner South,51,10,0,425,35,20,0,0,0,0,0,0,0,54,0,0,10,0,,549
gs10,gs05,Middle North,Inner Southwest,35,0,0,388,15,8,0,0,10,0,0,0,0,14,0,0,0,0,,435
gs10,gs06,Middle North,Inner West,41,0,10,358,18,15,0,10,0,0,0,10,0,29,0,0,0,0,,450
gs10,gs07,Middle North,Inner Upper West,32,0,0,306,39,0,0,0,0,0,0,0,4,0,0,0,0,0,,349
gs10,gs08,Middle North,Inner Lower West,27,10,0,234,18,30,0,0,0,0,0,10,0,0,0,0,0,0,,302
gs10,gs09,Middle North,Northwest Indiana,2,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45
gs10,gs10,Middle North,Middle North,438,684,132,9996,789,49,45,0,25,10,0,18,10,69,0,0,59,6090,,17973
gs10,gs11,Middle North,Middle Northwest,190,38,4,2641,261,15,29,0,0,0,0,10,0,0,0,0,0,0,,3013
gs10,gs12,Middle North,Middle/Outer South,12,0,0,95,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,115
gs10,gs13,Middle North,Middle Southwest,28,0,0,240,34,0,0,0,0,0,0,0,0,0,0,0,4,0,,278
gs10,gs14,Middle North,Middle West,23,0,0,251,39,0,0,0,0,0,0,0,0,10,0,0,0,0,,295
gs10,gs15,Middle North,Middle Upper West,75,10,0,740,28,15,14,0,0,0,0,0,0,10,0,0,0,0,,817
gs10,gs16,Middle North,Middle Lower West,48,0,0,431,19,0,0,15,0,0,0,0,0,29,0,0,15,0,,510
gs10,gs17,Middle North,Outer North,154,14,10,2151,98,0,4,0,0,0,0,0,0,54,0,0,0,0,,2346
gs10,gs18,Middle North,Outer Northwest,158,4,0,1901,97,10,0,4,0,0,0,25,0,10,0,0,10,0,,2062
gs10,gs19,Middle North,Outer Southwest,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44
gs10,gs20,Middle North,Outer West,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30
gs10,gs21,Middle North,Outer Upper West,5,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60
gs10,gs22,Middle North,Outer Lower West,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4
gs10,gs25,Middle North,External Wisconsin,8,0,0,129,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,139
gs11,gs01,Middle Northwest,Central,516,43,0,4496,568,44,65,0,20,35,0,79,432,6361,15,4,52,0,,12219
gs11,gs02,Middle Northwest,Inner North,384,34,10,4935,347,60,0,0,0,15,0,8,10,114,0,0,24,0,,5554
gs11,gs03,Middle Northwest,Inner Northwest,730,64,25,11609,914,128,0,4,4,10,15,100,14,224,45,0,88,0,,13239
gs11,gs04,Middle Northwest,Inner South,107,25,0,1349,109,10,0,0,0,0,0,10,10,79,0,0,15,0,,1607
gs11,gs05,Middle Northwest,Inner Southwest,95,64,10,1170,154,8,0,0,0,0,0,29,0,4,0,4,0,0,,1443
gs11,gs06,Middle Northwest,Inner West,150,0,0,1961,119,45,30,0,0,0,0,10,0,0,0,0,55,0,,2220
gs11,gs07,Middle Northwest,Inner Upper West,118,4,0,1879,100,0,0,4,0,0,0,4,0,0,0,0,10,0,,2001
gs11,gs08,Middle Northwest,Inner Lower West,75,4,0,1025,100,0,0,0,0,0,0,0,0,0,0,0,4,0,,1133
gs11,gs09,Middle Northwest,Northwest Indiana,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,39
gs11,gs10,Middle Northwest,Middle North,408,20,0,7556,710,93,15,30,0,0,44,10,0,0,0,0,10,0,,8486
gs11,gs11,Middle Northwest,Middle Northwest,1662,1762,230,40741,3946,573,180,158,220,45,100,209,0,25,0,0,224,8775,,57158
gs11,gs12,Middle Northwest,Middle/Outer South,35,0,0,472,40,0,10,10,0,0,0,0,0,4,0,0,0,0,,536
gs11,gs13,Middle Northwest,Middle Southwest,68,0,0,821,83,25,0,0,15,0,0,0,0,0,0,0,14,0,,959
gs11,gs14,Middle Northwest,Middle West,250,4,0,3365,215,47,45,0,0,4,0,0,0,0,0,0,0,0,,3690
gs11,gs15,Middle Northwest,Middle Upper West,702,75,40,13843,1208,108,95,0,50,0,35,134,0,0,25,0,70,0,,15680
gs11,gs16,Middle Northwest,Middle Lower West,242,0,0,3121,208,20,0,0,0,4,10,0,0,0,0,0,20,0,,3378
gs11,gs17,Middle Northwest,Outer North,272,25,4,4343,274,54,0,0,20,0,35,25,0,0,0,0,15,0,,4809
gs11,gs18,Middle Northwest,Outer Northwest,814,80,23,14724,1066,259,23,30,0,0,55,20,0,55,0,0,8,0,,16344
gs11,gs19,Middle Northwest,Outer Southwest,8,0,0,125,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,135
gs11,gs20,Middle Northwest,Outer West,21,0,0,245,20,10,0,0,0,0,0,0,0,0,0,0,0,0,,275
gs11,gs21,Middle Northwest,Outer Upper West,89,0,0,1230,29,0,10,0,0,10,0,35,0,0,0,0,0,0,,1321
gs11,gs22,Middle Northwest,Outer Lower West,26,4,0,252,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,271
gs11,gs23,Middle Northwest,External Illinois,20,4,0,202,15,0,15,0,0,0,0,4,0,0,0,0,0,0,,240
gs11,gs25,Middle Northwest,External Wisconsin,8,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,164
gs12,gs01,Middle/Outer South,Central,498,29,0,6120,444,84,14,0,0,4,4,305,1158,3940,80,0,203,0,,12429
gs12,gs02,Middle/Outer South,Inner North,97,4,0,1177,77,60,0,0,0,0,0,104,50,48,0,0,30,0,,1550
gs12,gs03,Middle/Outer South,Inner Northwest,113,0,0,1484,123,0,0,0,14,0,0,50,30,30,0,0,60,0,,1791
gs12,gs04,Middle/Outer South,Inner South,638,14,0,10223,550,152,38,0,0,10,0,173,130,277,0,0,18,0,,11602
gs12,gs05,Middle/Outer South,Inner Southwest,203,34,0,2660,217,30,0,30,0,0,0,20,10,0,0,0,50,0,,3052
gs12,gs06,Middle/Outer South,Inner West,88,0,0,1241,74,8,0,0,0,0,0,14,0,29,0,0,10,0,,1371
gs12,gs07,Middle/Outer South,Inner Upper West,24,0,0,331,0,60,0,0,0,0,0,0,25,10,0,0,0,0,,426
gs12,gs08,Middle/Outer South,Inner Lower West,93,0,0,1285,47,20,0,0,4,0,0,49,0,0,0,0,0,0,,1405
gs12,gs09,Middle/Outer South,Northwest Indiana,256,25,0,3814,172,54,0,0,0,20,0,14,0,0,0,0,25,0,,4127
gs12,gs10,Middle/Outer South,Middle North,26,0,0,352,20,4,0,0,0,0,0,0,0,4,0,0,0,0,,380
gs12,gs11,Middle/Outer South,Middle Northwest,77,0,0,920,129,0,10,0,0,0,0,4,0,0,0,0,20,0,,1083
gs12,gs12,Middle/Outer South,Middle/Outer South,1030,873,59,21771,1649,273,119,20,12,30,30,424,0,0,0,0,583,4018,,29920
gs12,gs13,Middle/Outer South,Middle Southwest,378,35,0,5312,452,0,18,14,40,0,0,165,0,0,0,0,54,0,,6099
gs12,gs14,Middle/Outer South,Middle West,63,0,0,841,14,35,0,0,0,0,0,0,0,10,0,0,0,0,,896
gs12,gs15,Middle/Outer South,Middle Upper West,66,0,0,770,84,0,15,0,0,0,0,0,15,0,0,0,15,0,,895
gs12,gs16,Middle/Outer South,Middle Lower West,118,0,0,1462,115,45,0,0,0,0,0,0,20,15,0,0,4,0,,1661
gs12,gs17,Middle/Outer South,Outer North,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,25,0,,60
gs12,gs18,Middle/Outer South,Outer Northwest,16,0,0,152,10,0,0,0,0,0,0,60,0,30,0,0,0,0,,252
gs12,gs19,Middle/Outer South,Outer Southwest,321,4,4,4641,339,49,54,4,0,10,15,4,0,35,0,0,49,0,,5213
gs12,gs20,Middle/Outer South,Outer West,4,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60
gs12,gs21,Middle/Outer South,Outer Upper West,3,0,0,15,0,0,0,0,0,0,0,4,25,0,0,0,0,0,,44
gs12,gs22,Middle/Outer South,Outer Lower West,4,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53
gs12,gs23,Middle/Outer South,External Illinois,59,0,35,748,0,15,15,0,0,0,0,15,0,0,0,0,0,0,,828
gs12,gs24,Middle/Outer South,External Indiana,48,0,0,711,20,0,20,0,0,0,0,0,0,0,0,0,0,0,,746
gs13,gs01,Middle Southwest,Central,693,33,0,8884,1066,150,120,0,0,4,0,297,813,7182,4,0,229,0,,18823
gs13,gs02,Middle Southwest,Inner North,183,0,0,2649,169,4,19,10,0,0,0,8,54,156,0,0,0,0,,3077
gs13,gs03,Middle Southwest,Inner Northwest,222,4,0,3148,133,50,0,0,0,0,0,30,0,89,0,0,10,0,,3464
gs13,gs04,Middle Southwest,Inner South,520,14,0,8246,538,99,4,15,0,0,0,39,89,129,0,0,25,0,,9204
gs13,gs05,Middle Southwest,Inner Southwest,703,20,10,14056,977,63,54,4,0,0,0,169,45,20,0,0,0,0,,15413
gs13,gs06,Middle Southwest,Inner West,231,4,0,3447,216,0,0,0,0,10,0,10,0,4,0,0,4,0,,3697
gs13,gs07,Middle Southwest,Inner Upper West,60,0,0,767,134,0,0,0,0,0,0,0,0,20,0,0,0,0,,921
gs13,gs08,Middle Southwest,Inner Lower West,352,10,0,6265,504,65,0,8,0,30,25,85,0,10,0,0,30,0,,7030
gs13,gs09,Middle Southwest,Northwest Indiana,88,0,0,1244,25,0,0,0,0,0,0,0,0,35,0,0,0,0,,1304
gs13,gs10,Middle Southwest,Middle North,69,0,0,1083,99,4,0,0,0,0,0,0,0,0,0,0,0,0,,1186
gs13,gs11,Middle Southwest,Middle Northwest,125,10,0,1858,95,8,0,0,0,0,0,0,0,0,0,0,20,0,,1992
gs13,gs12,Middle Southwest,Middle/Outer South,282,10,0,5037,248,45,15,20,0,0,10,55,0,0,0,0,15,0,,5457
gs13,gs13,Middle Southwest,Middle Southwest,1295,1127,125,33763,1929,412,65,60,45,0,0,376,0,10,0,0,231,7099,,45218
gs13,gs14,Middle Southwest,Middle West,212,0,0,3429,184,29,0,0,0,0,0,0,0,0,0,0,0,0,,3639
gs13,gs15,Middle Southwest,Middle Upper West,153,30,0,2505,70,0,0,0,0,0,0,0,0,0,0,0,25,0,,2632
gs13,gs16,Middle Southwest,Middle Lower West,575,50,30,10119,566,20,15,0,0,10,0,15,10,10,0,0,25,0,,10876
gs13,gs17,Middle Southwest,Outer North,13,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,254
gs13,gs18,Middle Southwest,Outer Northwest,34,0,0,380,80,25,0,0,0,0,0,0,0,20,0,0,0,0,,505
gs13,gs19,Middle Southwest,Outer Southwest,485,18,0,8891,536,79,15,4,0,0,0,35,0,15,0,0,8,0,,9595
gs13,gs20,Middle Southwest,Outer West,12,0,0,81,20,0,0,0,0,0,0,0,0,0,0,0,4,0,,105
gs13,gs21,Middle Southwest,Outer Upper West,8,0,0,105,0,0,0,0,0,0,0,10,0,0,0,0,0,0,,115
gs13,gs22,Middle Southwest,Outer Lower West,22,0,0,305,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,310
gs13,gs23,Middle Southwest,External Illinois,40,0,0,649,70,20,0,0,0,0,0,0,0,0,0,0,0,0,,739
gs13,gs24,Middle Southwest,External Indiana,19,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,298
gs13,gs25,Middle Southwest,External Wisconsin,4,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40
gs14,gs01,Middle West,Central,614,4,4,4093,435,38,10,0,15,0,4,84,298,7504,0,14,129,0,,12660
gs14,gs02,Middle West,Inner North,146,0,15,1197,104,14,0,0,0,4,15,0,10,207,0,0,0,0,,1566
gs14,gs03,Middle West,Inner Northwest,352,10,0,3676,400,35,10,4,10,0,10,15,0,44,0,0,0,0,,4221
gs14,gs04,Middle West,Inner South,74,0,0,691,75,0,0,0,0,0,0,0,0,77,0,0,0,0,,843
gs14,gs05,Middle West,Inner Southwest,103,0,0,988,35,14,10,0,0,0,0,0,10,0,0,0,0,0,,1057
gs14,gs06,Middle West,Inner West,404,14,14,4558,293,8,4,0,0,0,0,39,0,59,0,0,10,0,,5000
gs14,gs07,Middle West,Inner Upper West,107,0,0,1281,40,0,0,0,0,0,0,0,0,10,0,0,0,0,,1326
gs14,gs08,Middle West,Inner Lower West,189,0,4,2087,103,14,10,0,0,0,0,4,0,25,0,0,0,0,,2244
gs14,gs09,Middle West,Northwest Indiana,14,0,0,152,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,177
gs14,gs10,Middle West,Middle North,75,0,0,769,90,20,0,0,0,0,0,0,0,10,0,0,0,0,,889
gs14,gs11,Middle West,Middle Northwest,360,0,10,4838,251,12,29,4,0,14,0,0,0,60,0,0,0,0,,5217
gs14,gs12,Middle West,Middle/Outer South,27,0,0,242,0,0,0,0,0,0,0,0,0,25,0,0,0,0,,267
gs14,gs13,Middle West,Middle Southwest,140,0,4,1556,258,50,0,20,0,0,0,0,0,4,0,0,4,0,,1899
gs14,gs14,Middle West,Middle West,2122,2702,598,42400,4144,751,241,39,58,68,107,70,50,123,0,0,260,9735,,61344
gs14,gs15,Middle West,Middle Upper West,1021,45,0,14991,1622,194,82,49,0,43,0,18,0,14,0,0,44,0,,17171
gs14,gs16,Middle West,Middle Lower West,1345,251,100,21325,1450,391,85,65,50,10,45,73,0,10,0,0,160,0,,24032
gs14,gs17,Middle West,Outer North,49,10,0,448,0,0,0,0,0,0,0,0,0,0,0,0,25,0,,483
gs14,gs18,Middle West,Outer Northwest,205,10,0,1961,78,10,4,0,0,0,0,0,0,0,0,0,10,0,,2068
gs14,gs19,Middle West,Outer Southwest,74,24,0,700,30,0,0,4,0,0,0,0,0,0,0,0,0,0,,753
gs14,gs20,Middle West,Outer West,218,0,0,3131,312,44,20,0,0,4,0,0,0,10,0,0,0,0,,3518
gs14,gs21,Middle West,Outer Upper West,153,14,4,1634,149,10,80,10,0,10,0,0,0,4,0,0,15,0,,1944
gs14,gs22,Middle West,Outer Lower West,124,0,4,1201,154,33,0,0,0,0,10,0,0,0,0,0,4,0,,1409
gs14,gs23,Middle West,External Illinois,25,0,0,243,10,10,0,0,0,0,0,0,0,0,0,0,0,0,,263
gs14,gs24,Middle West,External Indiana,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,39
gs14,gs25,Middle West,External Wisconsin,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10
gs15,gs01,Middle Upper West,Central,513,29,10,4219,512,93,104,99,0,0,0,149,413,4995,24,10,93,0,,10768
gs15,gs02,Middle Upper West,Inner North,235,0,10,2764,357,24,0,0,0,0,0,15,0,60,0,0,15,0,,3230
gs15,gs03,Middle Upper West,Inner Northwest,587,0,0,9599,855,100,30,0,0,0,15,69,15,109,0,0,15,0,,10803
gs15,gs04,Middle Upper West,Inner South,87,40,0,1047,75,0,0,0,10,0,0,4,0,25,0,0,0,0,,1201
gs15,gs05,Middle Upper West,Inner Southwest,104,35,15,1212,110,10,0,0,0,0,0,14,0,4,0,0,0,0,,1400
gs15,gs06,Middle Upper West,Inner West,293,15,0,3688,338,24,4,10,0,10,0,0,0,14,0,0,10,0,,4117
gs15,gs07,Middle Upper West,Inner Upper West,151,15,0,1932,233,39,40,0,0,0,0,0,0,10,0,0,0,0,,2275
gs15,gs08,Middle Upper West,Inner Lower West,151,0,4,1911,151,0,0,0,0,0,0,0,0,29,0,0,0,0,,2098
gs15,gs09,Middle Upper West,Northwest Indiana,9,0,0,75,10,10,0,0,0,0,0,0,0,0,0,0,10,0,,105
gs15,gs10,Middle Upper West,Middle North,147,0,0,1996,36,15,0,10,0,0,0,0,0,10,0,0,0,0,,2068
gs15,gs11,Middle Upper West,Middle Northwest,927,94,20,21408,1957,211,39,40,55,10,70,8,0,4,0,0,24,0,,23971
gs15,gs12,Middle Upper West,Middle/Outer South,29,10,0,342,35,0,0,0,0,0,0,0,0,0,0,0,0,0,,387
gs15,gs13,Middle Upper West,Middle Southwest,103,30,0,1179,94,20,4,0,0,0,0,0,0,0,0,0,10,0,,1337
gs15,gs14,Middle Upper West,Middle West,985,34,4,15637,1407,159,45,28,0,0,35,18,15,15,0,0,19,0,,17437
gs15,gs15,Middle Upper West,Middle Upper West,1879,1255,382,43388,3763,424,183,98,72,59,35,180,0,20,0,0,242,7534,,57668
gs15,gs16,Middle Upper West,Middle Lower West,647,20,10,9283,573,73,25,0,10,0,20,4,0,4,0,0,24,0,,10050
gs15,gs17,Middle Upper West,Outer North,83,0,0,1154,89,15,0,0,0,0,4,0,0,0,0,0,0,0,,1262
gs15,gs18,Middle Upper West,Outer Northwest,360,10,0,5009,178,104,0,0,0,0,0,14,0,0,0,0,8,0,,5329
gs15,gs19,Middle Upper West,Outer Southwest,37,0,0,457,95,0,0,0,0,0,0,0,0,0,0,0,4,0,,556
gs15,gs20,Middle Upper West,Outer West,159,0,10,2113,157,75,0,0,0,0,0,0,0,0,0,0,0,0,,2358
gs15,gs21,Middle Upper West,Outer Upper West,342,4,0,5745,369,88,25,50,0,0,0,10,0,59,0,0,20,0,,6380
gs15,gs22,Middle Upper West,Outer Lower West,73,20,0,1061,195,0,0,0,0,0,0,0,0,0,0,0,0,0,,1276
gs15,gs23,Middle Upper West,External Illinois,34,0,0,367,20,10,0,0,0,0,0,0,0,0,0,0,0,0,,397
gs15,gs24,Middle Upper West,External Indiana,3,15,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45
gs15,gs25,Middle Upper West,External Wisconsin,7,0,0,65,10,20,0,0,0,0,0,0,0,0,0,0,0,0,,95
gs16,gs01,Middle Lower West,Central,1031,15,24,8108,745,104,10,10,0,0,0,452,629,17265,14,0,160,0,,27631
gs16,gs02,Middle Lower West,Inner North,188,35,0,1734,141,30,0,0,0,0,0,0,10,219,0,0,4,0,,2173
gs16,gs03,Middle Lower West,Inner Northwest,355,0,0,4600,248,40,0,0,0,10,25,0,0,104,0,0,4,0,,5032
gs16,gs04,Middle Lower West,Inner South,177,0,0,2142,243,10,0,0,0,0,0,10,10,171,0,0,10,0,,2596
gs16,gs05,Middle Lower West,Inner Southwest,260,10,0,3046,124,10,40,0,0,0,0,0,0,14,0,0,0,0,,3251
gs16,gs06,Middle Lower West,Inner West,413,15,0,5525,233,24,10,0,0,0,0,15,0,35,0,0,0,0,,5861
gs16,gs07,Middle Lower West,Inner Upper West,68,0,0,847,45,0,0,10,0,0,0,0,0,0,0,0,0,0,,897
gs16,gs08,Middle Lower West,Inner Lower West,440,15,0,5536,410,20,20,15,0,0,0,0,20,73,0,0,40,0,,6159
gs16,gs09,Middle Lower West,Northwest Indiana,29,0,0,284,45,50,0,0,0,0,0,0,0,0,0,0,20,0,,399
gs16,gs10,Middle Lower West,Middle North,100,0,0,1148,50,0,0,0,0,0,0,0,0,4,0,0,10,0,,1212
gs16,gs11,Middle Lower West,Middle Northwest,337,0,0,4516,174,10,0,15,40,0,0,25,0,4,0,0,10,0,,4794
gs16,gs12,Middle Lower West,Middle/Outer South,64,0,0,664,23,4,10,0,0,0,0,0,0,0,0,0,0,0,,701
gs16,gs13,Middle Lower West,Middle Southwest,446,40,35,7627,486,54,25,10,20,8,0,25,0,10,0,0,70,0,,8414
gs16,gs14,Middle Lower West,Middle West,1511,124,40,21635,1381,288,40,15,15,20,50,62,0,44,20,0,92,0,,23820
gs16,gs15,Middle Lower West,Middle Upper West,611,25,20,7944,488,120,34,0,15,10,4,20,0,65,0,0,14,0,,8761
gs16,gs16,Middle Lower West,Middle Lower West,4006,2617,373,89776,5202,832,279,62,105,30,177,139,4,102,0,0,474,19430,,119693
gs16,gs17,Middle Lower West,Outer North,40,0,0,465,35,0,0,0,0,0,0,0,0,0,0,0,0,0,,500
gs16,gs18,Middle Lower West,Outer Northwest,128,4,0,1415,43,10,0,0,0,0,0,4,0,15,0,0,10,0,,1503
gs16,gs19,Middle Lower West,Outer Southwest,516,55,0,7529,478,55,25,0,10,0,0,38,0,53,0,0,60,0,,8321
gs16,gs20,Middle Lower West,Outer West,185,20,0,2537,309,10,4,0,0,0,40,0,0,0,0,0,10,0,,2920
gs16,gs21,Middle Lower West,Outer Upper West,82,0,0,845,49,0,0,0,0,0,4,0,0,0,0,0,29,0,,927
gs16,gs22,Middle Lower West,Outer Lower West,415,25,15,5715,211,39,20,10,0,0,0,35,0,14,0,0,14,0,,6100
gs16,gs23,Middle Lower West,External Illinois,81,29,0,996,25,0,0,0,30,0,0,0,0,0,0,0,14,0,,1095
gs16,gs24,Middle Lower West,External Indiana,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30
gs16,gs25,Middle Lower West,External Wisconsin,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,35
gs17,gs01,Outer North,Central,284,50,0,2219,249,14,4,0,0,0,0,129,149,3072,0,25,43,0,,5942
gs17,gs02,Outer North,Inner North,184,0,10,1763,57,29,10,19,0,0,4,10,0,79,0,0,0,0,,1992
gs17,gs03,Outer North,Inner Northwest,148,0,0,1557,96,35,0,0,0,0,0,10,0,34,0,0,4,0,,1739
gs17,gs04,Outer North,Inner South,20,0,0,204,0,0,0,0,0,0,0,0,0,70,0,0,0,0,,274
gs17,gs05,Outer North,Inner Southwest,16,0,0,100,20,10,0,0,0,0,0,0,0,10,0,0,20,0,,160
gs17,gs06,Outer North,Inner West,29,0,0,195,54,0,0,0,0,0,0,65,0,0,0,0,10,0,,324
gs17,gs07,Outer North,Inner Upper West,23,0,0,194,15,0,0,0,0,0,0,0,0,19,0,0,10,0,,238
gs17,gs08,Outer North,Inner Lower West,21,0,0,196,0,0,0,0,0,0,0,0,0,10,0,0,0,0,,206
gs17,gs09,Outer North,Northwest Indiana,5,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,130
gs17,gs10,Outer North,Middle North,258,20,24,4264,152,74,19,4,26,0,0,40,0,54,0,0,20,0,,4706
gs17,gs11,Outer North,Middle Northwest,166,0,0,1755,234,18,0,10,8,0,0,0,0,0,0,0,15,0,,2041
gs17,gs12,Outer North,Middle/Outer South,5,0,0,55,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,59
gs17,gs13,Outer North,Middle Southwest,14,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,143
gs17,gs14,Outer North,Middle West,25,0,0,265,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,284
gs17,gs15,Outer North,Middle Upper West,65,0,4,701,69,20,0,0,10,0,0,10,0,0,0,0,10,0,,824
gs17,gs16,Outer North,Middle Lower West,41,0,0,378,20,0,0,0,0,10,0,0,0,15,0,0,0,0,,423
gs17,gs17,Outer North,Outer North,1139,2751,132,25420,2529,480,118,69,76,58,4,483,0,102,0,0,378,5992,,38498
gs17,gs18,Outer North,Outer Northwest,1052,125,12,19014,2511,703,231,74,65,10,14,605,0,123,0,0,214,0,,23738
gs17,gs19,Outer North,Outer Southwest,5,0,0,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,38
gs17,gs20,Outer North,Outer West,2,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,,30
gs17,gs21,Outer North,Outer Upper West,14,25,0,119,50,0,0,0,0,0,0,25,0,0,0,0,0,0,,219
gs17,gs22,Outer North,Outer Lower West,3,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,18
gs17,gs23,Outer North,External Illinois,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19
